"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.906,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,39.0,5.6,17.8,0.0,0.0,30.6,0.0,0.0,0.0,36.2,12.2,0.0,22.3,0.0,0.0,21.7,0.0,0.0,0.0,19.5,0.0,11.1,25.1,0.0,46.2,0.0,0.0,0.0,16.1,0.0,0.0
31.906,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,2,0,1,0,0,0,1,0,0
31.907,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.646,0.133,0.200,0.000,0.000,0.978,0.000,0.000,0.000,0.678,0.300,0.000,0.977,0.000,0.000,0.976,0.000,0.000,0.000,0.333,0.066,0.143,0.432,0.000,0.975,0.000,0.000,0.000,0.974,0.000,0.000
32.907,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,26.7,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,12.8,0.0,0.0,50.7,0.0,0.0,3.9,0.0,0.0,0.0,34.0,0.0,53.5,13.9,0.0,30.1,0.0,0.0,0.0,17.3,0.0,0.0
32.907,2.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
32.908,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.277,0.000,0.622,0.100,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
33.908,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,37.9,0.0,0.0,25.6,0.0,0.0,0.0,31.2,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,19.5,0.0,0.0
33.908,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33.908,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
34.909,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,4.5,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,14.5,0.0,0.0,10.0,0.0,0.0,13.9,0.0,0.0,0.0,52.9,0.0,0.0,10.0,0.0,22.3,0.0,0.0,0.0,12.8,0.0,0.0
34.909,4.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
34.909,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.800,0.000,0.000,0.200,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
35.910,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,32.3,0.0,0.0,53.5,0.0,5.0,34.0,0.0,0.0,9.5,44.5,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,8.4,0.0,0.0
