"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
32.024,1.000,"TOTAL_DISTANCE_IN_ZONE",12.2,0.0,8.9,15.0,0.0,0.0,34.0,0.0,40.1,0.0,0.0,8.4,0.0,0.0,40.6,12.8,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,0.0,52.3,0.0,0.0,0.0
32.024,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
32.024,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.399,0.000,0.179,0.399,0.000,0.000,0.978,0.000,0.733,0.000,0.000,0.244,0.000,0.000,0.733,0.244,0.000,0.000,0.976,0.000,0.976,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.975,0.000,0.000,0.000
33.025,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,37.3,0.0,0.0,0.0,12.2,0.0,0.0,22.8,0.0,7.8,46.8,0.0,0.0,0.0,0.0,0.0,32.3,0.0,42.3,0.0,0.0,0.0,17.3,0.0,22.8,18.9,18.4,0.0,0.0,0.0
33.025,2.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
33.025,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.712,0.000,0.287,0.978,0.000,0.000,0.021,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.210,0.000,0.456,0.333,1.000,0.000,0.000,0.000
34.026,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,18.9,0.0,0.0,0.0,25.6,0.0,0.0,22.8,0.0,0.0,36.7,0.0,0.0,0.0,13.9,0.0,13.9,17.3,11.1,37.3,0.0,20.6,34.5,0.0,0.0,0.0,36.2,0.0,0.0,0.0
34.026,3.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
34.026,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.312,0.000,0.320,0.366,0.188,0.611,0.000,0.200,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
35.027,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,23.4,17.8,0.0,0.0,35.1,0.0,0.0,17.3,0.0,0.0,8.9,0.0,44.5,7.8,35.6,0.0,0.0,0.0,0.0,4.5,0.0,0.0,41.8,0.0,0.0,0.0,42.9,17.3,0.0,13.9
