"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.917,1.000,"TOTAL_DISTANCE_IN_ZONE",26.7,0.0,0.0,0.0,61.7,0.0,4.4,5.6,27.8,3.9,0.0,18.9,33.9,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,16.1,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.917,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
31.917,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.979,0.000,0.000,0.000,0.866,0.000,0.079,0.033,0.378,0.133,0.000,0.466,0.977,0.000,0.000,0.000,0.977,0.000,0.000,0.000,0.000,0.000,0.976,0.000,0.975,0.000,0.000,0.000,0.975,0.000,0.000,0.000
32.917,2.000,"TOTAL_DISTANCE_IN_ZONE",8.9,3.9,0.0,13.9,0.0,0.0,47.8,0.0,23.9,0.0,0.0,0.0,34.5,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,42.8,9.5,4.4,0.0,18.9,17.2,0.0,0.0,0.0,0.0
32.918,2.000,"TOTAL_ENTRIES_IN_ZONE",1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
32.918,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.386,0.280,0.000,0.333,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.822,0.177,0.089,0.000,0.577,0.333,1.000,0.000,0.000,0.000
33.918,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,38.9,0.0,0.0,0.0,0.0,21.1,0.0,37.2,11.1,0.0,16.1,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,5.0,0.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0
33.919,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
33.919,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.652,0.180,0.000,0.166,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.845,0.000,0.154,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000
34.919,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.8,0.0,0.0,0.0,0.0,29.5,0.0,0.0,37.2,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,34.5,0.0,8.9,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0
