"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.958,1.000,"TOTAL_DISTANCE_IN_ZONE",38.9,0.0,0.0,0.0,8.9,28.9,0.0,20.0,0.0,38.9,0.0,10.0,0.0,21.1,0.0,0.0,19.5,8.9,0.0,10.0,0.0,0.0,43.9,0.0,0.0,0.0,18.9,0.0,12.2,0.0,0.0,0.0
31.958,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
31.959,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.966,0.000,0.000,0.013,0.233,0.446,0.000,0.299,0.000,0.745,0.033,0.200,0.000,0.977,0.000,0.000,0.399,0.277,0.000,0.300,0.000,0.000,0.976,0.000,0.000,0.000,0.975,0.000,0.975,0.000,0.000,0.000
32.959,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,45.0,19.5,0.0,28.4,0.0,0.0,0.0,46.7,0.0,5.0,0.0,48.4,0.0,5.0,0.0,56.7,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,30.6,0.0,26.1,7.2,0.0,18.3
32.959,2.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
32.959,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,0.714,0.285,0.000,1.000,0.000,0.000,0.000,0.853,0.000,0.146,0.000,0.887,0.000,0.112,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.689,0.110,0.000,0.200
33.960,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,42.3,11.7,28.9,11.1,0.0,20.0,35.0,0.0,4.4,7.8,0.0,0.0,52.8,3.9,25.0,38.4,0.0,5.0,0.0,0.0,23.4,0.0,40.6,0.0,33.9,0.0,0.0,41.1,0.0,0.0
33.960,3.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,1,1,1,0,1,1,0,1,2,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0
33.960,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,0.851,0.148,0.514,0.218,0.000,0.266,0.681,0.000,0.200,0.118,0.000,0.000,0.813,0.186,0.312,0.654,0.000,0.033,0.000,0.000,1.000,0.000,0.544,0.000,0.421,0.033,0.000,1.000,0.000,0.000
34.961,4.000,"TOTAL_DISTANCE_IN_ZONE",40.0,0.0,0.0,6.1,33.4,0.0,0.0,8.9,21.7,0.0,0.0,0.0,0.0,0.0,12.8,0.0,17.2,0.0,0.0,0.0,0.0,0.0,37.8,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
