"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.905,1.000,"TOTAL_DISTANCE_IN_ZONE",28.9,0.0,0.0,3.9,0.0,0.0,31.1,0.0,0.0,0.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0
31.905,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
31.905,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.579,0.000,0.000,0.400,0.000,0.000,0.979,0.000,0.000,0.000,0.978,0.000,0.000,0.978,0.000,0.000,0.000,0.977,0.000,0.000,0.000,0.000,0.977,0.000,0.000,0.976,0.000,0.000,0.976,0.000,0.000,0.000
32.906,2.000,"TOTAL_DISTANCE_IN_ZONE",21.1,0.0,0.0,0.0,4.4,0.0,33.4,3.9,0.0,0.0,46.1,0.0,0.0,31.1,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,42.3,10.0,0.0,0.0
32.906,2.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
32.906,2.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.080,0.000,0.619,0.299,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.856,0.110,0.000,0.033
33.907,3.000,"TOTAL_DISTANCE_IN_ZONE",8.9,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,33.4,5.0,13.9,16.1,14.5,0.0,3.9,8.3,3.9,0.0,15.0,0.0,16.7,3.9,8.9,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0
33.907,3.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0
33.907,3.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.581,0.019,0.399,0.480,0.286,0.000,0.233,0.313,0.153,0.000,0.533,0.000,0.412,0.254,0.333,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
34.908,4.000,"TOTAL_DISTANCE_IN_ZONE",12.8,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,19.5,0.0,0.0,31.1,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0
34.908,4.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
34.908,4.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
35.909,5.000,"TOTAL_DISTANCE_IN_ZONE",13.3,0.0,0.0,0.0,45.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,39.5,20.0,0.0,5.6
35.909,5.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
35.909,5.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.783,0.000,0.000,0.217,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.680,0.219,0.000,0.099
36.910,6.000,"TOTAL_DISTANCE_IN_ZONE",48.4,0.0,0.0,0.0,0.0,0.0,22.8,12.2,0.0,33.9,0.0,0.0,26.1,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0
36.910,6.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
36.910,6.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,0.584,0.415,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000
37.911,7.000,"TOTAL_DISTANCE_IN_ZONE",52.8,0.0,0.0,0.0,35.0,0.0,34.5,3.9,0.0,33.4,0.0,0.0,14.5,17.8,0.0,15.6,17.8,27.8,0.0,3.9,0.0,4.4,13.9,9.5,0.0,0.0,0.0,0.0,22.2,0.0,19.5,8.3
37.911,7.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1
