track,frame_idx,instance.score,head.x,head.y,head.score,tailbase.x,tailbase.y,tailbase.score
,0,1.5718553066253662,102.16617584228516,171.8463897705078,0.7951239943504333,95.88689422607422,145.8739013671875,0.7767313718795776
,1,1.6094136238098145,115.88506317138672,145.78533935546875,0.8572347164154053,95.83523559570312,163.92666625976562,0.7521788477897644
,2,1.7034013271331787,115.80903625488281,90.06124114990234,0.8429141044616699,107.80767822265625,127.83419799804688,0.8604872822761536
,3,1.6465017795562744,108.09658813476562,77.74420166015625,0.8048801422119141,108.0319595336914,114.00109100341797,0.8416216373443604
,4,1.6478910446166992,93.80754089355469,67.75602722167969,0.8505792617797852,106.00146484375,99.8941421508789,0.7973118424415588
,5,1.7453808784484863,124.04441833496094,48.049217224121094,0.9146298170089722,107.99530029296875,78.02849578857422,0.8307510614395142
,6,1.6055495738983154,148.038330078125,43.91904067993164,0.7884605526924133,117.98759460449219,65.84065246582031,0.8170890808105469
,7,1.6617190837860107,178.23846435546875,32.203922271728516,0.8727923631668091,152.09132385253906,57.82747268676758,0.7889267206192017
,8,1.6944987773895264,192.16506958007812,24.24456024169922,0.844241201877594,162.05763244628906,35.71778106689453,0.8502576351165771
,9,1.7071231603622437,197.9872283935547,35.875885009765625,0.8808639049530029,170.05398559570312,29.735715866088867,0.8262592554092407
,10,1.688387393951416,144.20034790039062,60.21744155883789,0.8913827538490295,178.03677368164062,42.07920837402344,0.7970046401023865
,11,1.6995409727096558,127.91498565673828,66.1216812133789,0.8893137574195862,158.00155639648438,46.11053466796875,0.8102272152900696
,12,1.6916067600250244,97.97769927978516,104.11429595947266,0.8484020233154297,120.08124542236328,75.97330474853516,0.84320467710495
,13,1.6842173337936401,94.02325439453125,146.16615295410156,0.859359860420227,96.06770324707031,112.06891632080078,0.8248574733734131
,14,1.5929300785064697,107.78807067871094,170.1656951904297,0.8666881918907166,98.15250396728516,141.9886474609375,0.7262418866157532
,15,1.6296803951263428,112.15693664550781,171.94956970214844,0.7994188666343689,94.07447052001953,146.1063995361328,0.8302615284919739
,16,1.677763819694519,91.9397201538086,123.74764251708984,0.9230016469955444,98.25482177734375,159.85903930664062,0.7547621726989746
,17,1.6954843997955322,96.0228500366211,89.87081909179688,0.888073742389679,100.04692077636719,127.85855102539062,0.807410717010498
,18,1.7167167663574219,115.81119537353516,90.0273208618164,0.8534166216850281,96.0986099243164,121.79409790039062,0.8633002042770386
,19,1.6986666917800903,100.19052124023438,77.9930648803711,0.8477267622947693,103.95693969726562,114.16281127929688,0.850939929485321
,20,1.6398966312408447,83.8243408203125,72.0955581665039,0.8974554538726807,109.87744903564453,95.77181243896484,0.7424411773681641
,21,1.7282695770263672,75.74388885498047,48.200843811035156,0.8573923110961914,95.75968933105469,76.01654052734375,0.8708773255348206
,22,1.799138069152832,65.93930053710938,42.00111389160156,0.9010040163993835,89.88848114013672,67.7428970336914,0.8981339931488037
,23,1.8429744243621826,60.109413146972656,36.05975341796875,0.9602624773979187,81.9062271118164,63.93242645263672,0.8827119469642639
,24,1.8011078834533691,21.9815731048584,28.175905227661133,0.9395965933799744,56.02766799926758,37.926971435546875,0.8615112900733948
,25,1.8283753395080566,11.896592140197754,35.800453186035156,0.9388205409049988,41.79806137084961,26.084077835083008,0.8895547986030579
,26,1.733191967010498,70.17325592041016,67.87057495117188,0.8949565887451172,44.00515365600586,48.065006256103516,0.8382354378700256
,27,1.7437336444854736,96.07354736328125,68.02550506591797,0.8526521921157837,64.11216735839844,53.843284606933594,0.8910813927650452
,28,1.8163330554962158,103.88626861572266,58.188968658447266,0.9000465273857117,68.12582397460938,53.965145111083984,0.9162865281105042
,29,1.6888856887817383,125.8799819946289,59.79164505004883,0.8715094923973083,83.9612045288086,59.90267562866211,0.8173761963844299
,30,1.727468729019165,125.84246826171875,47.762603759765625,0.9161654710769653,98.00518035888672,71.86685943603516,0.8113033175468445
,31,1.6315066814422607,24.040395736694336,39.834381103515625,0.8369776010513306,61.84282684326172,49.92264938354492,0.7945290207862854
,32,1.7856793403625488,13.867504119873047,32.13819122314453,0.940445601940155,47.76078796386719,35.95656204223633,0.8452337980270386
,33,1.7412774562835693,14.039421081542969,36.09279251098633,0.9385095238685608,45.808834075927734,28.117883682250977,0.8027678728103638
,34,1.5588778257369995,49.87594223022461,53.897037506103516,0.8145413994789124,27.934101104736328,35.986759185791016,0.7443364262580872
,35,1.692671775817871,80.21501922607422,56.202884674072266,0.8626335263252258,47.85614013671875,47.967159271240234,0.8300382494926453
,36,1.7331823110580444,27.7987003326416,22.14508819580078,0.9092976450920105,58.114986419677734,39.8415641784668,0.8238846659660339
,37,1.7878189086914062,13.702166557312012,36.076194763183594,0.9617172479629517,47.7847785949707,29.91480827331543,0.8261016011238098
,38,1.6676467657089233,64.24854278564453,50.1533203125,0.7897829413414001,36.16411209106445,34.14395523071289,0.8778638243675232
,39,1.6224764585494995,129.8702850341797,51.91389846801758,0.8269802927970886,87.91555786132812,60.10808181762695,0.7954961657524109
,40,1.6138715744018555,164.2116241455078,54.134063720703125,0.8878805637359619,125.91893005371094,60.071502685546875,0.7259910106658936
,41,1.5004503726959229,186.1206817626953,32.1847038269043,0.7510687708854675,155.99673461914062,48.192352294921875,0.7493816614151001
,42,1.729611873626709,196.17916870117188,34.0897102355957,0.9186723232269287,166.02989196777344,31.939096450805664,0.8109394907951355
,43,1.7264957427978516,123.99901580810547,64.22452545166016,0.9062701463699341,157.97140502929688,52.105003356933594,0.8202255368232727
,44,1.7271349430084229,99.93280029296875,72.15169525146484,0.8915694952011108,133.98886108398438,61.79574203491211,0.835565447807312
,45,1.6078405380249023,105.83529663085938,54.2212028503418,0.7761555314064026,120.08808898925781,77.99905395507812,0.8316850662231445
,46,1.6712663173675537,132.00213623046875,56.10823440551758,0.7953005433082581,104.1833724975586,79.83744049072266,0.8759658336639404
,47,1.6541483402252197,152.2727813720703,51.771846771240234,0.8167541027069092,117.97286224365234,63.98320388793945,0.8373942375183105
,48,1.558707594871521,174.1065673828125,38.09064483642578,0.8583628535270691,143.9529571533203,59.95024871826172,0.7003447413444519
,49,1.7595136165618896,92.01171112060547,97.99767303466797,0.8945509195327759,117.94715118408203,71.83631134033203,0.8649626970291138
,50,1.709920883178711,101.93827056884766,151.88807678222656,0.868579626083374,97.94241333007812,116.11595916748047,0.8413412570953369
,51,1.5892906188964844,91.92076873779297,171.80873107910156,0.8710456490516663,110.27320098876953,145.89956665039062,0.7182449698448181
,52,1.7001768350601196,115.83438873291016,170.16944885253906,0.9059231877326965,95.87870788574219,145.93850708007812,0.7942536473274231
,53,1.7062709331512451,91.83226776123047,161.88339233398438,0.9082334041595459,115.97062683105469,146.14170837402344,0.7980375289916992
,54,1.7032148838043213,92.14461517333984,166.29248046875,0.8945881128311157,108.16780090332031,138.090087890625,0.8086267709732056
,55,1.616133213043213,110.02910614013672,169.98101806640625,0.8780181407928467,95.7744369506836,143.85704040527344,0.7381150126457214
,56,1.6248862743377686,116.24916076660156,169.85989379882812,0.8532865047454834,96.0000228881836,147.88987731933594,0.7715997695922852
,57,1.1521621942520142,113.8543930053711,134.20138549804688,0.36235249042510986,98.06256103515625,168.0830841064453,0.7898097038269043
,58,1.641613245010376,116.07981872558594,106.02141571044922,0.8399313688278198,108.08683013916016,140.015869140625,0.8016818165779114
,59,1.6709237098693848,104.1482925415039,97.64886474609375,0.822136640548706,106.19485473632812,132.0347442626953,0.8487870097160339
,60,1.6052005290985107,99.86766815185547,105.83971405029297,0.8030750751495361,108.02278137207031,139.99185180664062,0.8021253943443298
,61,1.6065657138824463,95.74362182617188,98.10504150390625,0.8274309039115906,105.85136413574219,131.87771606445312,0.7791347503662109
,62,1.702150821685791,98.03330993652344,89.8488540649414,0.8643193244934082,105.89872741699219,124.1204605102539,0.8378315567970276
,63,1.6844568252563477,108.20823669433594,77.99949645996094,0.8131477236747742,103.86809539794922,115.79255676269531,0.8713090419769287
,64,1.6815285682678223,126.08132934570312,74.08173370361328,0.8347903490066528,100.12903594970703,98.02122497558594,0.8467382192611694
,65,1.7539162635803223,120.04010772705078,50.086143493652344,0.9249428510665894,109.76099395751953,80.11261749267578,0.8289733529090881
,66,1.6190080642700195,155.9319610595703,51.80678939819336,0.7790359854698181,121.80574798583984,67.84626007080078,0.8399720788002014
,67,1.386063814163208,172.2033233642578,40.08971405029297,0.7577927112579346,137.96923828125,59.97277069091797,0.6282711625099182
,68,1.638439655303955,192.19161987304688,35.69586944580078,0.8549861311912537,158.01446533203125,47.93915557861328,0.7834535241127014
,69,1.5922026634216309,178.08172607421875,18.009056091308594,0.8511492609977722,180.0060577392578,42.25111389160156,0.7410534024238586
,70,1.6845431327819824,131.74464416503906,58.26959991455078,0.8671896457672119,160.0930938720703,38.11054229736328,0.8173535466194153
,71,1.6023740768432617,132.21922302246094,73.7942886352539,0.7850145697593689,142.16555786132812,44.034263610839844,0.8173595070838928
,72,1.635751485824585,190.0241241455078,29.888259887695312,0.8756244778633118,162.04876708984375,51.92034912109375,0.760127067565918
,73,1.5915029048919678,188.1636962890625,23.669626235961914,0.8417146801948547,169.8533172607422,48.190067291259766,0.7497882843017578
,74,1.6665366888046265,181.92140197753906,17.715192794799805,0.9281154274940491,174.12025451660156,44.199180603027344,0.7384212613105774
,75,1.6544581651687622,192.28176879882812,24.08803367614746,0.7819882035255432,166.156982421875,38.08271026611328,0.872469961643219
,76,1.694554090499878,194.0926971435547,32.19032669067383,0.8688003420829773,159.91465759277344,40.05179214477539,0.8257538080215454
,77,1.7518467903137207,194.22943115234375,31.921842575073242,0.8725549578666687,163.96426391601562,36.09593200683594,0.8792917728424072
,78,1.7231649160385132,195.9648895263672,37.80712890625,0.9193040132522583,167.83758544921875,32.070518493652344,0.8038609027862549
,79,1.6987006664276123,196.33409118652344,31.747787475585938,0.8391149044036865,172.03976440429688,30.140689849853516,0.859585702419281
,80,1.7162917852401733,194.24160766601562,35.72772216796875,0.8771570324897766,167.7808380126953,29.778675079345703,0.8391347527503967
,81,1.4164726734161377,177.9283447265625,46.23614501953125,0.8640744686126709,185.95103454589844,24.10422134399414,0.5523982644081116
,82,1.7157416343688965,131.99046325683594,59.87776184082031,0.9063005447387695,165.9353790283203,43.93080520629883,0.809441089630127
,83,1.7441996335983276,114.17671203613281,70.03208923339844,0.8829442858695984,145.9544677734375,50.19554901123047,0.8612553477287292
,84,1.6453118324279785,163.95272827148438,35.75934982299805,0.8252589106559753,128.08055114746094,52.06129455566406,0.820052981376648
,85,1.7249257564544678,183.82920837402344,41.945186614990234,0.8998324275016785,150.1427764892578,43.75094223022461,0.8250933289527893
,86,1.7342708110809326,182.00003051757812,29.77855682373047,0.868537187576294,153.88748168945312,47.988319396972656,0.8657336831092834
,87,1.6613378524780273,192.10313415527344,27.763111114501953,0.7740680575370789,165.8267364501953,37.854469299316406,0.8872698545455933
,88,1.7062405347824097,147.9889373779297,55.86565399169922,0.8833742141723633,181.96092224121094,36.16714859008789,0.8228663206100464
,89,1.7836344242095947,123.93231964111328,75.77323913574219,0.9144770503044128,151.88186645507812,52.10169982910156,0.8691573143005371
,90,1.714375376701355,100.13158416748047,79.78689575195312,0.8822717666625977,132.0928955078125,62.144832611083984,0.8321036100387573
,91,1.7321298122406006,104.09563446044922,106.09744262695312,0.8723641633987427,99.7936782836914,72.00430297851562,0.8597656488418579
,92,1.5899436473846436,112.1458511352539,133.94784545898438,0.8225321769714355,104.14533233642578,99.85935974121094,0.7674114108085632
