"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"1","1","1",0,1,5,3,3,7,9,8,1,7,4,15,5,12,8,12,37,66,103,12,11,11.6504854368932,10.6796116504854,64.0776699029126,35.9223300970874
"2","1","2",1,2,0,3,0,2,1,4,2,1,2,2,3,2,3,32,13,50,63,33,4,52.3809523809524,6.34920634920635,79.3650793650794,20.6349206349206
"3","1","3",0,0,0,2,0,2,3,6,0,2,2,7,2,8,7,45,14,75,89,45,4,50.561797752809,4.49438202247191,84.2696629213483,15.7303370786517
"4","1","4",0,2,5,3,5,75,9,9,2,6,74,16,3,15,9,9,109,136,245,9,149,3.6734693877551,60.8163265306122,55.5102040816327,44.4897959183673
"5","1","5",0,1,2,1,2,33,4,9,1,3,33,12,2,11,9,8,54,80,134,8,66,5.97014925373134,49.2537313432836,59.7014925373134,40.2985074626866
"6","1","6",0,0,0,1,0,59,3,15,0,1,59,17,1,17,15,12,78,125,203,12,118,5.91133004926108,58.128078817734,61.576354679803,38.423645320197
"7","10","1",38,11,8,4,7,5,4,4,10,1,4,4,5,3,4,1,83,33,116,39,9,33.6206896551724,7.75862068965517,28.448275862069,71.551724137931
"8","10","2",1,5,4,6,5,17,8,8,5,5,18,9,5,10,8,10,55,72,127,11,35,8.66141732283465,27.5590551181102,56.6929133858268,43.3070866141732
"9","10","3",1,2,3,4,2,10,3,11,2,5,8,10,5,8,10,17,36,68,104,18,18,17.3076923076923,17.3076923076923,65.3846153846154,34.6153846153846
"10","10","4",3,4,4,5,1,4,3,11,4,5,1,9,7,6,10,11,35,56,91,14,5,15.3846153846154,5.49450549450549,61.5384615384615,38.4615384615385
"11","10","5",4,2,2,5,2,7,5,6,2,5,6,6,5,5,6,2,34,39,73,6,13,8.21917808219178,17.8082191780822,53.4246575342466,46.5753424657534
"12","10","6",1,2,1,2,0,3,2,5,2,1,2,5,4,3,5,14,18,37,55,15,5,27.2727272727273,9.09090909090909,67.2727272727273,32.7272727272727
"13","11","1",5,8,10,9,14,19,9,4,8,12,23,4,6,7,4,1,80,66,146,6,42,4.10958904109589,28.7671232876712,45.2054794520548,54.7945205479452
