* Block Type = 96well
* Chemistry = SYBR_GREEN
* Experiment File Name = D:\Applied Biosystems\StepOne Software v2.3\experiments\Lardelli\Karissa\20240112 KB naglu genotyping salbutamol exp 1-3.eds
* Experiment Run End Time = 2024-01-12 07:20:34 AM PST
* Instrument Type = steponeplus
* Passive Reference = 

[Melt Region Temperature Data]
Well	Well Location	Target	Reporter Dye	Reading 1	Reading 2	Reading 3	Reading 4	Reading 5	Reading 6	Reading 7	Reading 8	Reading 9	Reading 10	Reading 11	Reading 12	Reading 13	Reading 14	Reading 15	Reading 16	Reading 17	Reading 18	Reading 19	Reading 20	Reading 21	Reading 22	Reading 23	Reading 24	Reading 25	Reading 26	Reading 27	Reading 28	Reading 29	Reading 30	Reading 31	Reading 32	Reading 33	Reading 34	Reading 35	Reading 36	Reading 37	Reading 38	Reading 39	Reading 40	Reading 41	Reading 42	Reading 43	Reading 44	Reading 45	Reading 46	Reading 47	Reading 48	Reading 49	Reading 50	Reading 51	Reading 52	Reading 53	Reading 54	Reading 55	Reading 56	Reading 57	Reading 58	Reading 59	Reading 60	Reading 61	Reading 62	Reading 63	Reading 64	Reading 65	Reading 66	Reading 67	Reading 68	Reading 69	Reading 70	Reading 71	Reading 72	Reading 73	Reading 74	Reading 75	Reading 76	Reading 77	Reading 78	Reading 79	Reading 80	Reading 81	Reading 82	Reading 83	Reading 84	Reading 85	Reading 86	Reading 87	Reading 88	Reading 89	Reading 90	Reading 91	Reading 92	Reading 93	Reading 94	Reading 95	Reading 96	Reading 97	Reading 98	Reading 99	Reading 100	Reading 101	Reading 102	Reading 103	Reading 104	Reading 105	Reading 106	Reading 107	Reading 108	Reading 109	Reading 110	Reading 111	Reading 112	Reading 113	Reading 114	Reading 115	Reading 116	Reading 117	Reading 118
21	B9	naglu	SYBR	70.1277	70.3212	70.5276	70.7317	70.9388	71.1517	71.3614	71.5682	71.7712	71.9812	72.186	72.3906	72.5955	72.8012	73.0104	73.2099	73.4208	73.6193	73.8253	74.0303	74.2316	74.4345	74.6381	74.8434	75.0457	75.2503	75.4505	75.6519	75.8495	76.0546	76.2558	76.4571	76.6585	76.861	77.069	77.2745	77.4764	77.6855	77.8913	78.0985	78.3031	78.5048	78.711	78.9171	79.1202	79.3257	79.5296	79.7311	79.9408	80.1461	80.3493	80.5551	80.7544	80.9575	81.1582	81.3634	81.5721	81.7736	81.9788	82.1821	82.384	82.5834	82.7869	82.9861	83.1958	83.4005	83.6007	83.8027	84.0082	84.213	84.4182	84.6255	84.8281	85.0267	85.2338	85.4377	85.6442	85.8529	86.0562	86.2604	86.4631	86.663	86.8706	87.0781	87.287	87.4921	87.6957	87.8929	88.0925	88.2966	88.5069	88.7049	88.9098	89.1088	89.3132	89.5204	89.7244	89.9281	90.1278	90.331	90.5325	90.7371	90.9468	91.1524	91.355	91.5607	91.7655	91.9711	92.1793	92.3834	92.5874	92.796	93.0009	93.2037	93.4139	93.6156	93.8296	94.0371
22	B10	naglu	SYBR	70.1444	70.3379	70.5443	70.7484	70.9555	71.1684	71.3781	71.5849	71.7879	71.9979	72.2027	72.4073	72.6122	72.8179	73.0271	73.2266	73.4375	73.636	73.842	74.047	74.2483	74.4512	74.6548	74.8601	75.0624	75.267	75.4672	75.6686	75.8662	76.0713	76.2725	76.4738	76.6752	76.8777	77.0857	77.2912	77.4931	77.7022	77.908	78.1152	78.3198	78.5215	78.7277	78.9338	79.1369	79.3424	79.5463	79.7478	79.9575	80.1628	80.366	80.5718	80.7711	80.9742	81.1749	81.3801	81.5888	81.7903	81.9955	82.1988	82.4007	82.6001	82.8036	83.0028	83.2125	83.4172	83.6174	83.8194	84.0249	84.2297	84.4349	84.6422	84.8448	85.0434	85.2505	85.4544	85.6609	85.8696	86.0729	86.2771	86.4798	86.6797	86.8873	87.0948	87.3037	87.5088	87.7124	87.9096	88.1092	88.3133	88.5236	88.7216	88.9265	89.1255	89.3299	89.5371	89.7411	89.9448	90.1445	90.3477	90.5492	90.7538	90.9635	91.1691	91.3717	91.5774	91.7822	91.9878	92.196	92.4001	92.6041	92.8127	93.0176	93.2204	93.4306	93.6323	93.8463	94.0538
23	B11	naglu	SYBR	70.1529	70.3476	70.5492	70.7557	70.9659	71.1741	71.3826	71.588	71.7933	72.0072	72.2103	72.415	72.6209	72.8246	73.0318	73.2332	73.441	73.6398	73.8452	74.0532	74.2548	74.4546	74.6601	74.8625	75.0674	75.271	75.4695	75.6703	75.8732	76.0756	76.2762	76.4745	76.6794	76.8814	77.0881	77.2936	77.4959	77.7027	77.9094	78.1157	78.3222	78.5205	78.7273	78.9335	79.1374	79.34	79.5449	79.747	79.9598	80.1617	80.3673	80.5732	80.7694	80.9732	81.1743	81.3803	81.5883	81.7859	81.996	82.1989	82.4	82.5966	82.7984	83.0015	83.21	83.4165	83.617	83.8171	84.0233	84.229	84.4356	84.6404	84.8416	85.0426	85.2479	85.452	85.6559	85.866	86.0678	86.272	86.4758	86.6744	86.8805	87.0877	87.2992	87.5037	87.7063	87.9084	88.1102	88.311	88.5176	88.7173	88.9216	89.1249	89.323	89.5287	89.7372	89.9354	90.1374	90.3423	90.5465	90.7518	90.9584	91.1675	91.3692	91.5736	91.7782	91.9808	92.1874	92.3965	92.5974	92.8053	93.0096	93.2156	93.4239	93.6289	93.8379	94.0487
24	B12	naglu	SYBR	70.1701	70.3648	70.5664	70.7729	70.9831	71.1913	71.3998	71.6052	71.8105	72.0244	72.2275	72.4322	72.6381	72.8418	73.049	73.2504	73.4582	73.657	73.8624	74.0704	74.272	74.4718	74.6773	74.8797	75.0846	75.2882	75.4867	75.6875	75.8904	76.0928	76.2934	76.4917	76.6966	76.8986	77.1053	77.3108	77.5131	77.7199	77.9266	78.1329	78.3394	78.5377	78.7445	78.9507	79.1546	79.3572	79.5621	79.7642	79.977	80.1789	80.3845	80.5904	80.7866	80.9904	81.1915	81.3975	81.6055	81.8031	82.0132	82.2161	82.4172	82.6138	82.8156	83.0187	83.2272	83.4337	83.6342	83.8343	84.0405	84.2462	84.4528	84.6576	84.8588	85.0598	85.2651	85.4692	85.6731	85.8832	86.085	86.2892	86.493	86.6916	86.8977	87.1049	87.3164	87.5209	87.7235	87.9256	88.1274	88.3282	88.5348	88.7345	88.9388	89.1421	89.3402	89.5459	89.7544	89.9526	90.1546	90.3595	90.5637	90.769	90.9756	91.1847	91.3864	91.5908	91.7954	91.998	92.2046	92.4137	92.6146	92.8225	93.0268	93.2328	93.4411	93.6461	93.8551	94.0659
25	C1	naglu	SYBR	70.0087	70.1963	70.3997	70.6053	70.8151	71.024	71.2323	71.4383	71.6449	71.8566	72.0609	72.2643	72.472	72.6736	72.881	73.0863	73.2944	73.4931	73.6966	73.9024	74.1038	74.3049	74.5089	74.7095	74.9153	75.118	75.3175	75.521	75.7213	75.9242	76.1256	76.3253	76.5307	76.7293	76.9408	77.145	77.3486	77.5536	77.76	77.9661	78.1706	78.3713	78.5773	78.7853	78.9898	79.1929	79.3986	79.5997	79.8088	80.0136	80.217	80.4229	80.6207	80.8244	81.0278	81.2293	81.4378	81.6374	81.8437	82.0482	82.2495	82.4484	82.6503	82.8534	83.0604	83.265	83.4645	83.6698	83.8745	84.0815	84.2848	84.4916	84.6926	84.8915	85.097	85.3021	85.5083	85.7187	85.9173	86.1237	86.3237	86.5244	86.7297	86.9378	87.1494	87.3541	87.5565	87.7548	87.9562	88.1601	88.3648	88.569	88.7721	88.9714	89.1774	89.3829	89.5867	89.7893	89.9896	90.1942	90.395	90.6015	90.8098	91.0164	91.2178	91.4258	91.6277	91.8297	92.0416	92.2443	92.4491	92.6572	92.8573	93.0644	93.2733	93.4766	93.687	93.897
26	C2	naglu	SYBR	70.0246	70.2122	70.4156	70.6212	70.831	71.0399	71.2482	71.4542	71.6608	71.8725	72.0768	72.2802	72.4879	72.6895	72.8969	73.1022	73.3103	73.509	73.7125	73.9183	74.1197	74.3208	74.5248	74.7254	74.9312	75.1339	75.3334	75.5369	75.7372	75.9401	76.1415	76.3412	76.5466	76.7452	76.9567	77.1609	77.3645	77.5695	77.7759	77.982	78.1865	78.3872	78.5932	78.8012	79.0057	79.2088	79.4145	79.6156	79.8247	80.0295	80.2329	80.4388	80.6366	80.8403	81.0437	81.2452	81.4537	81.6533	81.8596	82.0641	82.2654	82.4643	82.6662	82.8693	83.0763	83.2809	83.4804	83.6857	83.8904	84.0974	84.3007	84.5075	84.7085	84.9074	85.1129	85.318	85.5242	85.7346	85.9332	86.1396	86.3396	86.5403	86.7456	86.9537	87.1653	87.37	87.5724	87.7707	87.9721	88.176	88.3807	88.5849	88.788	88.9873	89.1933	89.3988	89.6026	89.8052	90.0055	90.2101	90.4109	90.6174	90.8257	91.0323	91.2337	91.4417	91.6436	91.8456	92.0575	92.2602	92.465	92.6731	92.8732	93.0803	93.2892	93.4925	93.7029	93.9129
27	C3	naglu	SYBR	70.0357	70.2232	70.4304	70.6345	70.8416	71.0525	71.2639	71.4706	71.6737	71.8865	72.0919	72.2947	72.5013	72.7048	72.9144	73.1161	73.3239	73.5258	73.7286	73.9334	74.1322	74.3363	74.5408	74.746	74.9513	75.1536	75.3528	75.5569	75.7574	75.959	76.1608	76.3595	76.5632	76.7675	76.9742	77.1784	77.3829	77.591	77.7963	78.0048	78.206	78.4087	78.617	78.821	79.0239	79.2289	79.4353	79.639	79.8469	80.0501	80.256	80.4638	80.6602	80.8613	81.0663	81.2688	81.4782	81.6776	81.8833	82.089	82.2908	82.4896	82.6919	82.8949	83.1021	83.3064	83.5067	83.7096	83.917	84.1233	84.3277	84.5351	84.7372	84.9355	85.1388	85.3482	85.5542	85.763	85.9632	86.1699	86.3715	86.5678	86.7752	86.9839	87.1939	87.3978	87.6004	87.8024	88.0017	88.205	88.411	88.6125	88.8161	89.018	89.2227	89.427	89.633	89.8324	90.0341	90.2395	90.4417	90.6486	90.8565	91.0667	91.2662	91.4722	91.6761	91.8779	92.087	92.2931	92.4968	92.7064	92.9067	93.113	93.3227	93.5248	93.7401	93.9473
28	C4	naglu	SYBR	70.0511	70.2386	70.4458	70.6499	70.857	71.0679	71.2793	71.486	71.6891	71.9019	72.1073	72.3101	72.5167	72.7202	72.9298	73.1315	73.3393	73.5412	73.744	73.9488	74.1476	74.3517	74.5562	74.7614	74.9667	75.169	75.3682	75.5723	75.7728	75.9744	76.1762	76.3749	76.5786	76.7829	76.9896	77.1938	77.3983	77.6064	77.8117	78.0202	78.2214	78.4241	78.6324	78.8364	79.0393	79.2443	79.4507	79.6544	79.8623	80.0655	80.2714	80.4792	80.6756	80.8767	81.0817	81.2842	81.4936	81.693	81.8987	82.1044	82.3062	82.505	82.7073	82.9103	83.1175	83.3218	83.5221	83.725	83.9324	84.1387	84.3431	84.5505	84.7526	84.9509	85.1542	85.3636	85.5696	85.7784	85.9786	86.1853	86.3869	86.5832	86.7906	86.9993	87.2093	87.4132	87.6158	87.8178	88.0171	88.2204	88.4264	88.6279	88.8315	89.0334	89.2381	89.4424	89.6484	89.8478	90.0495	90.2549	90.4571	90.664	90.8719	91.0821	91.2816	91.4876	91.6915	91.8933	92.1024	92.3085	92.5122	92.7218	92.9221	93.1284	93.3381	93.5402	93.7555	93.9627
29	C5	naglu	SYBR	70.0588	70.2518	70.4568	70.6611	70.8699	71.0805	71.2887	71.4951	71.7009	71.9112	72.1152	72.32	72.5277	72.731	72.9406	73.1423	73.3511	73.5501	73.756	73.9593	74.1611	74.3621	74.5669	74.7706	74.9752	75.1794	75.3776	75.5784	75.7807	75.9832	76.1869	76.3865	76.5906	76.7913	76.9999	77.1999	77.4083	77.6146	77.8227	78.0315	78.2355	78.4335	78.6425	78.8484	79.0519	79.2551	79.4603	79.662	79.8712	80.0746	80.28	80.4895	80.6844	80.8869	81.0913	81.2945	81.5001	81.7022	81.9063	82.1147	82.3129	82.5141	82.7162	82.9197	83.1265	83.3329	83.5344	83.736	83.9408	84.1474	84.3525	84.5599	84.759	84.9614	85.1644	85.3703	85.5773	85.7866	85.9886	86.1929	86.3956	86.5926	86.8008	87.011	87.2196	87.425	87.6274	87.8288	88.0284	88.2322	88.4384	88.6375	88.8429	89.042	89.2473	89.4523	89.6568	89.8586	90.0598	90.2652	90.4687	90.674	90.8841	91.0904	91.2894	91.4952	91.7007	91.9054	92.1127	92.3176	92.5209	92.7285	92.9292	93.1403	93.3427	93.55	93.7616	93.97
30	C6	naglu	SYBR	70.074	70.267	70.472	70.6763	70.8851	71.0957	71.3039	71.5103	71.7161	71.9264	72.1304	72.3352	72.5429	72.7462	72.9558	73.1575	73.3663	73.5653	73.7712	73.9745	74.1763	74.3773	74.5821	74.7858	74.9904	75.1946	75.3928	75.5936	75.7959	75.9984	76.2021	76.4017	76.6058	76.8065	77.0151	77.2151	77.4235	77.6298	77.8379	78.0467	78.2507	78.4487	78.6577	78.8636	79.0671	79.2703	79.4755	79.6772	79.8864	80.0898	80.2952	80.5047	80.6996	80.9021	81.1065	81.3097	81.5153	81.7174	81.9215	82.1299	82.3281	82.5293	82.7314	82.9349	83.1417	83.3481	83.5496	83.7512	83.956	84.1626	84.3677	84.5751	84.7742	84.9766	85.1796	85.3855	85.5925	85.8018	86.0038	86.2081	86.4108	86.6078	86.816	87.0262	87.2348	87.4402	87.6426	87.844	88.0436	88.2474	88.4536	88.6527	88.8581	89.0572	89.2625	89.4675	89.672	89.8738	90.075	90.2804	90.4839	90.6892	90.8993	91.1056	91.3046	91.5104	91.7159	91.9206	92.1279	92.3328	92.5361	92.7437	92.9444	93.1555	93.3579	93.5652	93.7768	93.9852
31	C7	naglu	SYBR	70.0981	70.2892	70.494	70.6959	70.9074	71.1174	71.3248	71.5314	71.7341	71.9433	72.1468	72.3544	72.559	72.7633	72.9732	73.1737	73.381	73.5795	73.7852	73.9871	74.1876	74.3884	74.5972	74.8032	75.0043	75.2073	75.404	75.6096	75.8103	76.0104	76.2126	76.4119	76.6141	76.8161	77.0236	77.2279	77.4328	77.6384	77.8427	78.0484	78.2531	78.4559	78.6611	78.8689	79.0731	79.2753	79.4807	79.6853	79.8909	80.0946	80.3	80.5073	80.7046	80.905	81.108	81.3098	81.5179	81.7182	81.9245	82.1286	82.333	82.5302	82.7316	82.9341	83.1415	83.3461	83.5479	83.7484	83.9536	84.1575	84.3621	84.5695	84.7718	84.9686	85.178	85.3819	85.587	85.7959	85.9967	86.2005	86.4032	86.6022	86.8078	87.0161	87.2252	87.4312	87.632	87.8299	88.0321	88.2345	88.441	88.641	88.8471	89.0458	89.2501	89.4526	89.6592	89.8616	90.0633	90.2649	90.4674	90.6726	90.8813	91.0875	91.2912	91.496	91.7003	91.9004	92.1106	92.3132	92.5203	92.7263	92.9291	93.133	93.3392	93.5457	93.7576	93.9643
32	C8	naglu	SYBR	70.1133	70.3044	70.5092	70.7111	70.9226	71.1326	71.34	71.5466	71.7493	71.9585	72.162	72.3696	72.5742	72.7785	72.9884	73.1889	73.3962	73.5947	73.8004	74.0023	74.2028	74.4036	74.6124	74.8184	75.0195	75.2225	75.4192	75.6248	75.8255	76.0256	76.2278	76.4271	76.6293	76.8313	77.0388	77.2431	77.448	77.6536	77.8579	78.0636	78.2683	78.4711	78.6763	78.8841	79.0883	79.2905	79.4959	79.7005	79.9061	80.1098	80.3152	80.5225	80.7198	80.9202	81.1232	81.325	81.5331	81.7334	81.9397	82.1438	82.3482	82.5454	82.7468	82.9493	83.1567	83.3613	83.5631	83.7636	83.9688	84.1727	84.3773	84.5847	84.787	84.9838	85.1932	85.3971	85.6022	85.8111	86.0119	86.2157	86.4184	86.6174	86.823	87.0313	87.2404	87.4464	87.6472	87.8451	88.0473	88.2497	88.4562	88.6562	88.8623	89.061	89.2653	89.4678	89.6744	89.8768	90.0785	90.2801	90.4826	90.6878	90.8965	91.1027	91.3064	91.5112	91.7155	91.9156	92.1258	92.3284	92.5355	92.7415	92.9443	93.1482	93.3544	93.5609	93.7728	93.9795
33	C9	naglu	SYBR	70.1284	70.3219	70.5283	70.7324	70.9395	71.1524	71.3621	71.5689	71.7719	71.9819	72.1867	72.3913	72.5962	72.8019	73.0111	73.2106	73.4215	73.62	73.826	74.031	74.2323	74.4352	74.6388	74.8441	75.0464	75.251	75.4512	75.6526	75.8502	76.0553	76.2565	76.4578	76.6592	76.8617	77.0697	77.2752	77.4771	77.6862	77.892	78.0992	78.3038	78.5055	78.7117	78.9178	79.1209	79.3264	79.5303	79.7318	79.9415	80.1468	80.35	80.5558	80.7551	80.9582	81.1589	81.3641	81.5728	81.7743	81.9795	82.1828	82.3847	82.5841	82.7876	82.9868	83.1965	83.4012	83.6014	83.8034	84.0089	84.2137	84.4189	84.6262	84.8288	85.0274	85.2345	85.4384	85.6449	85.8536	86.0569	86.2611	86.4638	86.6637	86.8713	87.0788	87.2877	87.4928	87.6964	87.8936	88.0932	88.2973	88.5076	88.7056	88.9105	89.1095	89.3139	89.5211	89.7251	89.9288	90.1285	90.3317	90.5332	90.7378	90.9475	91.1531	91.3557	91.5614	91.7662	91.9718	92.18	92.3841	92.5881	92.7967	93.0016	93.2044	93.4146	93.6163	93.8303	94.0378
34	C10	naglu	SYBR	70.1438	70.3373	70.5437	70.7478	70.9549	71.1678	71.3775	71.5843	71.7873	71.9973	72.2021	72.4067	72.6116	72.8173	73.0265	73.226	73.4369	73.6354	73.8414	74.0464	74.2477	74.4506	74.6542	74.8595	75.0618	75.2664	75.4666	75.668	75.8656	76.0707	76.2719	76.4732	76.6746	76.8771	77.0851	77.2906	77.4925	77.7016	77.9074	78.1146	78.3192	78.5209	78.7271	78.9332	79.1363	79.3418	79.5457	79.7472	79.9569	80.1622	80.3654	80.5712	80.7705	80.9736	81.1743	81.3795	81.5882	81.7897	81.9949	82.1982	82.4001	82.5995	82.803	83.0022	83.2119	83.4166	83.6168	83.8188	84.0243	84.2291	84.4343	84.6416	84.8442	85.0428	85.2499	85.4538	85.6603	85.869	86.0723	86.2765	86.4792	86.6791	86.8867	87.0942	87.3031	87.5082	87.7118	87.909	88.1086	88.3127	88.523	88.721	88.9259	89.1249	89.3293	89.5365	89.7405	89.9442	90.1439	90.3471	90.5486	90.7532	90.9629	91.1685	91.3711	91.5768	91.7816	91.9872	92.1954	92.3995	92.6035	92.8121	93.017	93.2198	93.43	93.6317	93.8457	94.0532
35	C11	naglu	SYBR	70.1536	70.3483	70.5499	70.7564	70.9666	71.1748	71.3833	71.5887	71.794	72.0079	72.211	72.4157	72.6216	72.8253	73.0325	73.2339	73.4417	73.6405	73.8459	74.0539	74.2555	74.4553	74.6608	74.8632	75.0681	75.2717	75.4702	75.671	75.8739	76.0763	76.2769	76.4752	76.6801	76.8821	77.0888	77.2943	77.4966	77.7034	77.9101	78.1164	78.3229	78.5212	78.728	78.9342	79.1381	79.3407	79.5456	79.7477	79.9605	80.1624	80.368	80.5739	80.7701	80.9739	81.175	81.381	81.589	81.7866	81.9967	82.1996	82.4007	82.5973	82.7991	83.0022	83.2107	83.4172	83.6177	83.8178	84.024	84.2297	84.4363	84.6411	84.8423	85.0433	85.2486	85.4527	85.6566	85.8667	86.0685	86.2727	86.4765	86.6751	86.8812	87.0884	87.2999	87.5044	87.707	87.9091	88.1109	88.3117	88.5183	88.718	88.9223	89.1256	89.3237	89.5294	89.7379	89.9361	90.1381	90.343	90.5472	90.7525	90.9591	91.1682	91.3699	91.5743	91.7789	91.9815	92.1881	92.3972	92.5981	92.806	93.0103	93.2163	93.4246	93.6296	93.8386	94.0494
36	C12	naglu	SYBR	70.1695	70.3642	70.5658	70.7723	70.9825	71.1907	71.3992	71.6046	71.8099	72.0238	72.2269	72.4316	72.6375	72.8412	73.0484	73.2498	73.4576	73.6564	73.8618	74.0698	74.2714	74.4712	74.6767	74.8791	75.084	75.2876	75.4861	75.6869	75.8898	76.0922	76.2928	76.4911	76.696	76.898	77.1047	77.3102	77.5125	77.7193	77.926	78.1323	78.3388	78.5371	78.7439	78.9501	79.154	79.3566	79.5615	79.7636	79.9764	80.1783	80.3839	80.5898	80.786	80.9898	81.1909	81.3969	81.6049	81.8025	82.0126	82.2155	82.4166	82.6132	82.815	83.0181	83.2266	83.4331	83.6336	83.8337	84.0399	84.2456	84.4522	84.657	84.8582	85.0592	85.2645	85.4686	85.6725	85.8826	86.0844	86.2886	86.4924	86.691	86.8971	87.1043	87.3158	87.5203	87.7229	87.925	88.1268	88.3276	88.5342	88.7339	88.9382	89.1415	89.3396	89.5453	89.7538	89.952	90.154	90.3589	90.5631	90.7684	90.975	91.1841	91.3858	91.5902	91.7948	91.9974	92.204	92.4131	92.614	92.8219	93.0262	93.2322	93.4405	93.6455	93.8545	94.0653
37	D1	naglu	SYBR	70.0094	70.197	70.4004	70.606	70.8158	71.0247	71.233	71.439	71.6456	71.8573	72.0616	72.265	72.4727	72.6743	72.8817	73.087	73.2951	73.4938	73.6973	73.9031	74.1045	74.3056	74.5096	74.7102	74.916	75.1187	75.3182	75.5217	75.722	75.9249	76.1263	76.326	76.5314	76.73	76.9415	77.1457	77.3493	77.5543	77.7607	77.9668	78.1713	78.372	78.578	78.786	78.9905	79.1936	79.3993	79.6004	79.8095	80.0143	80.2177	80.4236	80.6214	80.8251	81.0285	81.23	81.4385	81.6381	81.8444	82.0489	82.2502	82.4491	82.651	82.8541	83.0611	83.2657	83.4652	83.6705	83.8752	84.0822	84.2855	84.4923	84.6933	84.8922	85.0977	85.3028	85.509	85.7194	85.918	86.1244	86.3244	86.5251	86.7304	86.9385	87.1501	87.3548	87.5572	87.7555	87.9569	88.1608	88.3655	88.5697	88.7728	88.9721	89.1781	89.3836	89.5874	89.79	89.9903	90.1949	90.3957	90.6022	90.8105	91.0171	91.2185	91.4265	91.6284	91.8304	92.0423	92.245	92.4498	92.6579	92.858	93.0651	93.274	93.4773	93.6877	93.8977
38	D2	naglu	SYBR	70.024	70.2116	70.415	70.6206	70.8304	71.0393	71.2476	71.4536	71.6602	71.8719	72.0762	72.2796	72.4873	72.6889	72.8963	73.1016	73.3097	73.5084	73.7119	73.9177	74.1191	74.3202	74.5242	74.7248	74.9306	75.1333	75.3328	75.5363	75.7366	75.9395	76.1409	76.3406	76.546	76.7446	76.9561	77.1603	77.3639	77.5689	77.7753	77.9814	78.1859	78.3866	78.5926	78.8006	79.0051	79.2082	79.4139	79.615	79.8241	80.0289	80.2323	80.4382	80.636	80.8397	81.0431	81.2446	81.4531	81.6527	81.859	82.0635	82.2648	82.4637	82.6656	82.8687	83.0757	83.2803	83.4798	83.6851	83.8898	84.0968	84.3001	84.5069	84.7079	84.9068	85.1123	85.3174	85.5236	85.734	85.9326	86.139	86.339	86.5397	86.745	86.9531	87.1647	87.3694	87.5718	87.7701	87.9715	88.1754	88.3801	88.5843	88.7874	88.9867	89.1927	89.3982	89.602	89.8046	90.0049	90.2095	90.4103	90.6168	90.8251	91.0317	91.2331	91.4411	91.643	91.845	92.0569	92.2596	92.4644	92.6725	92.8726	93.0797	93.2886	93.4919	93.7023	93.9123
39	D3	naglu	SYBR	70.0364	70.2239	70.4311	70.6352	70.8423	71.0532	71.2646	71.4713	71.6744	71.8872	72.0926	72.2954	72.502	72.7055	72.9151	73.1168	73.3246	73.5265	73.7293	73.9341	74.1329	74.337	74.5415	74.7467	74.952	75.1543	75.3535	75.5576	75.7581	75.9597	76.1615	76.3602	76.5639	76.7682	76.9749	77.1791	77.3836	77.5917	77.797	78.0055	78.2067	78.4094	78.6177	78.8217	79.0246	79.2296	79.436	79.6397	79.8476	80.0508	80.2567	80.4645	80.6609	80.862	81.067	81.2695	81.4789	81.6783	81.884	82.0897	82.2915	82.4903	82.6926	82.8956	83.1028	83.3071	83.5074	83.7103	83.9177	84.124	84.3284	84.5358	84.7379	84.9362	85.1395	85.3489	85.5549	85.7637	85.9639	86.1706	86.3722	86.5685	86.7759	86.9846	87.1946	87.3985	87.6011	87.8031	88.0024	88.2057	88.4117	88.6132	88.8168	89.0187	89.2234	89.4277	89.6337	89.8331	90.0348	90.2402	90.4424	90.6493	90.8572	91.0674	91.2669	91.4729	91.6768	91.8786	92.0877	92.2938	92.4975	92.7071	92.9074	93.1137	93.3234	93.5255	93.7408	93.948
40	D4	naglu	SYBR	70.0505	70.238	70.4452	70.6493	70.8564	71.0673	71.2787	71.4854	71.6885	71.9013	72.1067	72.3095	72.5161	72.7196	72.9292	73.1309	73.3387	73.5406	73.7434	73.9482	74.147	74.3511	74.5556	74.7608	74.9661	75.1684	75.3676	75.5717	75.7722	75.9738	76.1756	76.3743	76.578	76.7823	76.989	77.1932	77.3977	77.6058	77.8111	78.0196	78.2208	78.4235	78.6318	78.8358	79.0387	79.2437	79.4501	79.6538	79.8617	80.0649	80.2708	80.4786	80.675	80.8761	81.0811	81.2836	81.493	81.6924	81.8981	82.1038	82.3056	82.5044	82.7067	82.9097	83.1169	83.3212	83.5215	83.7244	83.9318	84.1381	84.3425	84.5499	84.752	84.9503	85.1536	85.363	85.569	85.7778	85.978	86.1847	86.3863	86.5826	86.79	86.9987	87.2087	87.4126	87.6152	87.8172	88.0165	88.2198	88.4258	88.6273	88.8309	89.0328	89.2375	89.4418	89.6478	89.8472	90.0489	90.2543	90.4565	90.6634	90.8713	91.0815	91.281	91.487	91.6909	91.8927	92.1018	92.3079	92.5116	92.7212	92.9215	93.1278	93.3375	93.5396	93.7549	93.9621
41	D5	naglu	SYBR	70.0595	70.2525	70.4575	70.6618	70.8706	71.0812	71.2894	71.4958	71.7016	71.9119	72.1159	72.3207	72.5284	72.7317	72.9413	73.143	73.3518	73.5508	73.7567	73.96	74.1618	74.3628	74.5676	74.7713	74.9759	75.1801	75.3783	75.5791	75.7814	75.9839	76.1876	76.3872	76.5913	76.792	77.0006	77.2006	77.409	77.6153	77.8234	78.0322	78.2362	78.4342	78.6432	78.8491	79.0526	79.2558	79.461	79.6627	79.8719	80.0753	80.2807	80.4902	80.6851	80.8876	81.092	81.2952	81.5008	81.7029	81.907	82.1154	82.3136	82.5148	82.7169	82.9204	83.1272	83.3336	83.5351	83.7367	83.9415	84.1481	84.3532	84.5606	84.7597	84.9621	85.1651	85.371	85.578	85.7873	85.9893	86.1936	86.3963	86.5933	86.8015	87.0117	87.2203	87.4257	87.6281	87.8295	88.0291	88.2329	88.4391	88.6382	88.8436	89.0427	89.248	89.453	89.6575	89.8593	90.0605	90.2659	90.4694	90.6747	90.8848	91.0911	91.2901	91.4959	91.7014	91.9061	92.1134	92.3183	92.5216	92.7292	92.9299	93.141	93.3434	93.5507	93.7623	93.9707
42	D6	naglu	SYBR	70.0733	70.2663	70.4713	70.6756	70.8844	71.095	71.3032	71.5096	71.7154	71.9257	72.1297	72.3345	72.5422	72.7455	72.9551	73.1568	73.3656	73.5646	73.7705	73.9738	74.1756	74.3766	74.5814	74.7851	74.9897	75.1939	75.3921	75.5929	75.7952	75.9977	76.2014	76.401	76.6051	76.8058	77.0144	77.2144	77.4228	77.6291	77.8372	78.046	78.25	78.448	78.657	78.8629	79.0664	79.2696	79.4748	79.6765	79.8857	80.0891	80.2945	80.504	80.6989	80.9014	81.1058	81.309	81.5146	81.7167	81.9208	82.1292	82.3274	82.5286	82.7307	82.9342	83.141	83.3474	83.5489	83.7505	83.9553	84.1619	84.367	84.5744	84.7735	84.9759	85.1789	85.3848	85.5918	85.8011	86.0031	86.2074	86.4101	86.6071	86.8153	87.0255	87.2341	87.4395	87.6419	87.8433	88.0429	88.2467	88.4529	88.652	88.8574	89.0565	89.2618	89.4668	89.6713	89.8731	90.0743	90.2797	90.4832	90.6885	90.8986	91.1049	91.3039	91.5097	91.7152	91.9199	92.1272	92.3321	92.5354	92.743	92.9437	93.1548	93.3572	93.5645	93.7761	93.9845
