* Block Type = 96well
* Chemistry = SYBR_GREEN
* Experiment File Name = D:\Applied Biosystems\StepOne Software v2.3\experiments\Lardelli\Karissa\20240112 KB naglu genotyping salbutamol exp 1-3.eds
* Experiment Run End Time = 2024-01-12 07:20:34 AM PST
* Instrument Type = steponeplus
* Passive Reference = 

[Melt Region Derivative Data]
Well	Well Location	Target	Reporter Dye	Reading 1	Reading 2	Reading 3	Reading 4	Reading 5	Reading 6	Reading 7	Reading 8	Reading 9	Reading 10	Reading 11	Reading 12	Reading 13	Reading 14	Reading 15	Reading 16	Reading 17	Reading 18	Reading 19	Reading 20	Reading 21	Reading 22	Reading 23	Reading 24	Reading 25	Reading 26	Reading 27	Reading 28	Reading 29	Reading 30	Reading 31	Reading 32	Reading 33	Reading 34	Reading 35	Reading 36	Reading 37	Reading 38	Reading 39	Reading 40	Reading 41	Reading 42	Reading 43	Reading 44	Reading 45	Reading 46	Reading 47	Reading 48	Reading 49	Reading 50	Reading 51	Reading 52	Reading 53	Reading 54	Reading 55	Reading 56	Reading 57	Reading 58	Reading 59	Reading 60	Reading 61	Reading 62	Reading 63	Reading 64	Reading 65	Reading 66	Reading 67	Reading 68	Reading 69	Reading 70	Reading 71	Reading 72	Reading 73	Reading 74	Reading 75	Reading 76	Reading 77	Reading 78	Reading 79	Reading 80	Reading 81	Reading 82	Reading 83	Reading 84	Reading 85	Reading 86	Reading 87	Reading 88	Reading 89	Reading 90	Reading 91	Reading 92	Reading 93	Reading 94	Reading 95	Reading 96	Reading 97	Reading 98	Reading 99	Reading 100	Reading 101	Reading 102	Reading 103	Reading 104	Reading 105	Reading 106	Reading 107	Reading 108	Reading 109	Reading 110	Reading 111	Reading 112	Reading 113	Reading 114	Reading 115	Reading 116	Reading 117	Reading 118
11	A11	naglu	SYBR	13224.5117	11412.1973	9555.7197	8090.3535	7326.1846	7363.356	8113.4209	9390.2988	11001.6875	12799.6045	14685.4531	16592.0527	18466.752	20263.3086	21946.0371	23494.666	24905.9102	26189.0918	27354.9004	28408.252	29342.7246	30144.9062	30802.9629	31315.6289	31696.9961	31973.7695	32178.7051	32340.4473	32475.9805	32587.2891	32665.6973	32700.0801	32689.8867	32652.6953	32625.2344	32655.9043	32795.5273	33090.168	33583.5977	34324.6289	35376.7109	36823.7383	38774.6367	41369.9648	44787.1484	49232.25	54906.3125	61941.9531	70326.3672	79837.0234	90020.5156	100229.3438	109712.0078	117731.3672	123674.7266	127121.2188	127853.8359	125826.8203	121125.8984	113948.7578	104618.0312	93604.6406	81530.8594	69128.5469	57152.9883	46272.7031	36970.1289	29484.9707	23816.498	19777.2266	17074.4688	15389.335	14432.9336	13973.1611	13838.5303	13909.3066	14105.8525	14377.5488	14693.6797	15034.583	15383.9648	15724.4639	16040.748	16330.002	16614.3281	16943.1465	17377.5098	17959.4922	18683.2383	19486.6465	20269.75	20927.8418	21380.5352	21583.5508	21524.4023	21210.4688	20657.6973	19883.5176	18904.4531	17738.4648	16410.5859	14959.3945	13440.3232	11922.4502	10478.4619	9170.707	8038.3662	7090.5557	6307.5322	5649.1431	5066.7837	4514.8018	3958.4856	3378.3652	2772.0947	2154.9338	1557.8584	1021.1379
12	A12	naglu	SYBR	9720.4805	8212.0664	6739.2017	5670.4712	5255.606	5554.6895	6458.4307	7763.3081	9252.8652	10745.5303	12112.3525	13278.4941	14222.0664	14967.9463	15573.7197	16112.7324	16665.9004	17321.1387	18162.6055	19238.1367	20520.75	21901.7988	23238.6719	24431.582	25475.1738	26444.3359	27422.1191	28422.0938	29359.748	30092.6855	30501.1367	30556.3613	30338.7812	29999.1934	29694.7363	29537.7422	29584.9473	29860.416	30388.3398	31208.0273	32369.002	33920.6328	35915.9062	38430.5352	41581.3828	45532.0547	50474.0938	56581.4766	63938.875	72454.625	81793.0938	91370.5	100436.625	108221.3516	114082.2891	117592.9219	118546.8906	116907.7344	112755.625	106271.2266	97755.4219	87654.4219	76556.3203	65142.582	54104.5977	44048.2852	35413.9453	28430.3828	23114.9336	19314.1074	16770.5469	15192.46	14307.7051	13894.1475	13788.0859	13877.7539	14090.415	14379.3037	14713.292	15069.3926	15427.2246	15766.9854	16073.4551	16347.5391	16617.916	16940.8438	17380.5176	17976.5117	18717.2344	19536.875	20337.8281	21023.8691	21524.3066	21799.8867	21835.1152	21626.8965	21177.5	20492.332	19580.8047	18458.9785	17154.2188	15710.4609	14190.542	12671.3555	11231.1328	9932.915	8811.1055	7866.8076	7073.4126	6388.8662	5768.6602	5174.436	4576.7539	3955.011	3298.9209	2613.7869	1926.1475	1282.6082
13	B1	naglu	SYBR	14262.0332	11935.8936	9409.0654	7283.895	6061.9082	5984.1362	7006.9116	8892.1641	11329.9277	14022.3252	16711.7559	19188.332	21307.5859	23018.2305	24375.2461	25515.0176	26597.8066	27741.5508	28981.7676	30275.5801	31549.8086	32766.4434	33963.5195	35244.8945	36716.5352	38403.7031	40192.3164	41822.9961	42938.918	43172.6172	42243.2969	40045.2461	36700.7227	32557.709	28127.7598	23979.1191	20621.5117	18414.1875	17517.4238	17892.291	19346.8633	21620.6914	24485.3047	27820.5605	31635.1562	36016.8164	41032.2461	46618.0977	52507.9531	58229.6836	63182.8359	66781.4766	68623.0859	68631.9531	67122.3047	64757.4453	62414.6602	61007.0195	61320.043	63894.1445	68949.7578	76339.1172	85517.4609	95557.3672	105239.0547	113222.8047	118276.1094	119499.6094	116492.2344	109421.25	98985.3047	86281.3203	72606.2109	59232.332	47205.8906	37211.3398	29528.3613	24079.5332	20539.8984	18465.125	17402.0645	16962.3613	16859.209	16916.5801	17060.125	17291.9688	17651.3086	18167.7402	18824.5488	19548.7109	20231.4746	20765.002	21072.7637	21119.584	20902.877	20436.7656	19740.0078	18831.3594	17730.8633	16463.7324	15065.0635	13583.3896	12080.8779	10627.416	9288.6719	8111.7139	7114.5869	6284.5605	5585.688	4972.1401	4401.8838	3845.9241	3290.897	2736.2993	2190.1887	1666.6414	1184.9692	767.7676
14	B2	naglu	SYBR	4438.3276	2206.2161	34.6705	-1549.761	-2215.2778	-1909.131	-803.9295	830.3245	2744.1873	4766.124	6803.272	8814.1963	10780.251	12687.6982	14522.7783	16270.5078	17916.5684	19449.1914	20863.707	22165.9512	23374.8594	24520.1582	25640.2363	26778.3574	27976.1895	29258.625	30608.6055	31937.9922	33072.5859	33769.3125	33771.5781	32887.7031	31062.7266	28415.1445	25224.252	21874.7383	18776.1855	16281.5176	14627.3809	13908.5049	14091.3389	15056.0791	16653.6035	18757.1367	21294.1895	24248.6758	27630.7051	31422.9922	35520.2383	39688.0586	43565.1094	46723.8164	48781.043	49529.625	49038.4414	47679.2852	46065.0078	44919.7578	44929.7891	46615.2656	50243.7227	55781.9219	62877.1914	70870.0625	78850.4062	85767.6016	90589.6484	92484.2031	90982.0234	86080.3672	78255.9844	68378.3516	57539.8867	46843.2656	37202.2695	29208.0332	23090.9668	18773.3457	15976.8672	14339.3066	13504.7432	13174.7607	13128.1699	13223.6387	13393.8926	13631.3975	13961.4717	14407.2217	14959.2979	15565.5322	16144.3105	16610.9844	16900.6895	16977.4453	16830.1191	16463.2012	15889.1699	15125.0479	14192.2998	13118.6123	11940.0957	10702.3994	9459.458	8268.8584	7183.8848	6243.9619	5466.5083	4843.5542	4345.0508	3927.9758	3548.0171	3169.6262	2771.656	2348.24	1906.7258	1464.7107	1046.7222	679.5615
15	B3	naglu	SYBR	14159.7715	11652.5	9173.5664	7318.8594	6484.7119	6761.5112	7978.7339	9839.5117	12055.4453	14421.6113	16822.957	19197.043	21487.1016	23615.2969	25489.127	27032.5371	28218.9473	29081.9336	29702.2617	30171.9941	30557.7891	30876.8047	31100.3887	31184.7559	31110.3281	30905.5859	30634.7559	30361.7461	30118.3848	29900.8203	29694.4395	29501.7441	29348.0996	29263.9785	29260.4121	29323.3633	29434.4922	29604.2812	29896.3965	30423.4316	31315.8867	32684.0801	34598.9297	37107.9805	40276.4922	44224.3945	49129.4766	55182.4375	62499.3516	71021.0938	80440.0547	90187.3203	99496.3203	107526.0859	113501.8203	116825.25	117134.1875	114317.6406	108509.2891	100078.8906	89615.0469	77884.8516	65754.1172	54074.6016	43561.3672	34696.1094	27685.1934	22482.4727	18860.9551	16502.8789	15078.2031	14295.832	13928.0703	13816.2979	13864.8906	14027.0801	14285.7021	14633.4229	15057.6924	15533.9727	16027.1338	16499.1992	16921.6211	17289.5215	17632.2852	18010.502	18493.5195	19123.0762	19882.4121	20691.4043	21433.0039	21994.7168	22300.9824	22321.293	22057.7559	21526.834	20747.6758	19740.0645	18528.4082	17147.3125	15645.9043	14088.8389	12551.4834	11108.7822	9820.4844	8718.4307	7800.9761	7036.6602	6375.5156	5763.9077	5158.105	4532.606	3881.6824	3215.5269	2554.4504	1924.2106	1352.9047	867.5154
16	B4	naglu	SYBR	15227.9404	11850.3438	8394.6582	5647.1201	4169.0322	4154.4082	5472.5254	7824.9043	10892.8213	14408.7627	18151.4238	21919.3203	25515.2109	28756.8965	31497.1309	33638.3594	35140.3594	36021.8242	36364.6758	36316.1641	36083.3203	35908.582	36022.5156	36588.9492	37665.9023	39200.3477	41050.3008	43013.5078	44841.3164	46242.2422	46891.7695	46477.8945	44783.4219	41780.7422	37696.6797	33007.1445	28349.666	24375.9023	21594.2227	20260.6875	20361.6211	21690.5723	23977.4219	27009.9062	30697.2246	35057.4141	40143.1836	45937.6836	52260.6523	58719.4414	64737.8398	69664.3281	72942.625	74289.5469	73822.2734	72083.7578	69955.375	68481.8125	68659.5156	71241.7188	76590.3359	84585.8203	94599.8359	105541.7422	115989.4531	124400.3672	129374.5703	129913.1484	125616.9609	116776.5469	104327.7969	89674.6719	74413.5391	60025.1328	47617.5742	37788.8672	30634.1406	25868.5234	23001.1641	21494.4883	20869.7188	20754.8125	20893.9355	21140.8848	21446.4434	21834.8027	22362.9551	23068.3125	23926.7852	24844.1504	25684.8242	26318.5859	26657.0117	26663.1309	26338.3613	25701.7969	24775.7246	23581.6172	22144.9062	20503.2812	18713.877	16854.8086	15017.9219	13293.5322	11751.6777	10427.2012	9314.7148	8375.0605	7550.3599	6781.8213	6024.2153	5253.2969	4465.7251	3674.0278	2900.5032	2172.7175	1520.4266	971.6986
17	B5	naglu	SYBR	19751.293	17238.6953	14666.8291	12649.3096	11631.5205	11761.9092	12909.7383	14784.9404	17078.8672	19556.1426	22078.3945	24577.8242	27012.3359	29330.9102	31463.0645	33331.1406	34874.1602	36070.3008	36948.8867	37588.418	38102.2734	38619.7109	39263.3789	40130.6133	41278.2188	42710.6797	44368.9102	46115.6367	47721.2188	48863.5586	49161.5938	48256.0781	45927.5469	42211.9688	37457.3281	32283.7383	27442.3418	23623.332	21287.248	20585.6582	21391.0566	23412.5117	26334.4336	29926.2988	34089.6055	38840.5117	44240.6797	50297.9141	56865.6445	63580.0781	69868.8047	75050.5703	78507.7656	79882.2656	79223.1875	77028.7422	74165.2969	71689.625	70633.7969	71811.1094	75671.875	82217.3672	90967.8047	100991.6094	111006.3984	119558.2422	125258.5859	127034.3047	124333.9297	117238.7422	106451.2109	93157.3438	78793.8438	64774.0938	52241.5508	41914.0898	34049.0977	28519.5254	24953.0098	22878.0684	21835.8359	21443.5703	21419.248	21585.1758	21860.457	22240.9277	22761.4531	23446.1523	24266.7148	25132.3281	25915.4883	26496.2207	26796.5215	26788.4336	26479.6562	25891.6465	25045.1172	23956.5879	22643.3789	21131.5	19461.9766	17692.8281	15895.0059	14142.4629	12499.251	11008.0264	9684.1211	8517.2012	7479.2559	6535.9956	5657.4878	4824.6479	4030.2966	3276.2881	2569.9453	1922.3361	1348.2108	864.8332
18	B6	naglu	SYBR	19234.041	16496.8027	13638.998	11305.0566	9979.7373	9861.7725	10884.6943	12824.2871	15411.7363	18397.4023	21561.6602	24704.3945	27643.168	30227.1152	32361.7402	34023.1875	35253.1172	36139.6562	36792.7578	37326.6914	37847.9766	38450.2852	39209.3711	40180.5078	41389.0508	42815.832	44378.3047	45914.0195	47174.4922	47843.7305	47592.9219	46166.0586	43480.082	39696.875	35230.1641	30670.4375	26647.416	23676.748	22048.5938	21801.0547	22780.2949	24752.8613	27515.5352	30962.3691	35091.7734	39961.9531	45610.832	51963.332	58755.3516	65507.5352	71578.0469	76292.3828	79123.7969	79865.1016	78734.6797	76374.6016	73737.1406	71898.0781	71852.2734	74338.9297	79721.1953	87916.375	98375.7891	110119.9531	121840.2109	132067.5469	139385.4375	142652.8906	141191.2031	134902.0312	124292.5156	110398.8047	94616.1953	78462.5938	63322.2148	50231.0703	39757.7773	32003.7031	26704.8477	23386.6875	21514.4531	20601.0508	20264.416	20246.6543	20410.2891	20716.6484	21185.1973	21840.3262	22664.3887	23580.2617	24469.7402	25213.0098	25722.5938	25954.7012	25899.1816	25561.4238	24949.1035	24068.9453	22931.3457	21557.2168	19983.7559	18266.7168	16478.7461	14702.5459	13019.3389	11494.5547	10165.6475	9036.3984	8080.3608	7251.8838	6500.084	5780.2544	5059.7134	4319.3325	3554.55	2778.3191	2023.1584	1336.8542
19	B7	naglu	SYBR	15168.9004	12415.3564	9703.0547	7719.4175	6932.4492	7448.5117	9044.8438	11321.9453	13875.8428	16411.4746	18777.7871	20943.1016	22938.6953	24802.7988	26540.1953	28112.1113	29455.916	30522.377	31304.9688	31842.791	32197.1523	32419.2109	32532.5	32540.1816	32447.1504	32277.3633	32076.3828	31895.1406	31769.3301	31703.957	31675.1992	31645.3125	31589.6523	31516.5566	31473.1895	31529.3848	31750.1172	32176.3984	32826.5156	33719.6484	34906.0117	36487.3594	38617.7344	41489.0508	45310.0859	50282.3281	56569.1445	64249.1133	73256.9844	83326.3203	93962.4531	104467.5469	114024.1484	121817.2578	127157.7109	129569.1094	128817.4766	124899.6875	118017.7422	108566.0078	97126.6953	84449.6328	71391.1875	58808.668	47436.3711	37782.4766	30079.9414	24302.5645	20232.3105	17548.4375	15909.4375	15008.4932	14599.6719	14502.0508	14592.3711	14794.125	15066.4688	15392.8008	15768.8701	16190.9912	16646.8281	17113.0059	17561.8418	17977.1113	18370.8789	18788.125	19289.748	19917.5527	20660.7637	21446.9297	22164.8438	22704.9746	22992.8984	22999.0781	22726.9121	22192.7734	21411.9023	20396.0469	19160.5645	17734.4531	16167.1748	14528.3213	12899.7227	11361.8564	9978.8848	8786.7041	7788.0161	6955.895	6244.4292	5602.6538	4987.1743	4369.9224	3740.0559	3101.4902	2468.8682	1864.1104	1313.5289	843.8193
20	B8	naglu	SYBR	16444.4922	13917.0146	11155.4541	8760.2354	7222.7861	6796.1396	7489.3774	9148.0459	11547.3604	14451.0371	17631.1582	20872.2051	23972.5547	26764.3887	29135.252	31047.6641	32537.9688	33699.168	34652.7734	35520.6367	36412.4297	37418.0977	38601.8477	39984.3789	41518.0195	43060.9805	44373.3242	45140.9531	45035.3242	43796.5234	41319.4258	37718.3906	33343.8203	28735.9961	24519.9941	21270.0371	19384.0918	19012.9004	20065.6133	22288.7188	25385.375	29126.5879	33414.1562	38274.5977	43791.543	50000.8398	56786.5352	63814.7266	70534.9766	76267.3516	80360.5078	82377.5312	82249.8516	80341.5859	77402.6328	74427.7812	72470.0156	72453.8906	75024.3203	80437.7812	88496.3047	98527.375	109430.5469	119806.6875	128167.3828	133185.7969	133929.3438	130021.0156	121700.2734	109776.8438	95487.8906	80278.5859	65548.2109	52418.332	41584.1719	33283.0781	27372.1777	23469.2383	21099.8281	19806.9863	19209.5488	19018.2422	19031.1426	19126.3379	19255.9824	19433.5391	19703.8418	20098.9551	20598.7441	21120.0352	21541.627	21748.7051	21669.0938	21283.6387	20612.5156	19693.1953	18564.8789	17264.793	15833.127	14319.0254	12781.5205	11283.6162	9882.2373	8618.4756	7512.1284	6561.7036	5748.9956	5046.4243	4425.041	3860.9924	3338.7793	2850.759	2394.0181	1967.0087	1568.2162	1197.7019	859.9669	565.0661
21	B9	naglu	SYBR	237.1036	-1280.3536	-3020.366	-4639.8516	-5835.1143	-6413.2354	-6304.1855	-5536.2471	-4205.3823	-2448.1721	-413.4517	1772.49	4031.936	6337.582	8684.8613	11051.5146	13368.4688	15523.0586	17393.5488	18892.8672	19997.6504	20744.7539	21204.0762	21448.1934	21534.0859	21498.8672	21363.8223	21143.709	20859.8789	20553.2852	20286.8242	20131.1445	20137.2402	20315.7988	20636.6094	21049.2168	21511.8594	22016	22596.9219	23332.6582	24329.8398	25703.4844	27562.334	30006.7969	33137	37053.625	41832.4062	47473.6641	53850.418	60687.1797	67584.2656	74080.5703	79726.4922	84143.8828	87059.8359	88312.6328	87837.7266	85645.0781	81803.9453	76444.9375	69777.7812	62109.8789	53847.668	45468.0312	37460.0117	30251.3125	24141.7656	19266.5977	15600.6973	12999.1025	11255.3193	10155.7979	9515.4053	9190.6875	9076.6729	9097.1738	9196.5723	9336.542	9495.4639	9666.2988	9850.2646	10047.8154	10253.0391	10456.9199	10657.999	10871.582	11126.8613	11449.8994	11843.0664	12275.5234	12691.9844	13032.4727	13250.2061	13318.626	13228.6514	12982.2559	12586.9717	12052.8584	11391.3379	10616.3828	9747.7842	8814.9785	7858.2334	6924.605	6059.001	5293.9565	4642.832	4099.3638	3643.0371	3247.1838	2886.2634	2540.282	2196.3196	1848.5118	1497.8713	1152.4097	826.6667	539.15
22	B10	naglu	SYBR	13828.6709	11291.3789	8639.0137	6473.0161	5222.9883	5025.4121	5763.5996	7207.5225	9155.0049	11496.249	14192.5557	17213.8906	20483.2363	23857.9102	27151.9102	30176.9961	32778.2734	34857.4258	36385.6875	37411.3398	38062.9219	38535.6836	39057.4297	39840.6562	41030.9531	42665.9727	44647.5781	46735.8984	48570.8672	49732.8867	49835.0273	48622.4141	46050.1328	42310.2461	37807.3477	33083.6133	28716.6875	25211.2363	22910.1914	21945.9023	22249.791	23614.6504	25792.3047	28587.6133	31919.0469	35821.6211	40391.3672	45689.7148	51641.5273	57964.2812	64161.2617	69594.5859	73628.5859	75809.6484	76028.0938	74602.5391	72248.9375	69940.9375	68707.8359	69435.8828	72717.3047	78762.9453	87361.0078	97871.9297	109260	120183.9766	129160.2734	134792.8281	136026.4844	132362.8125	123976.4609	111695.7891	96846.8594	80996.6406	65659.6328	52041.2617	40880.4023	32420.125	26492.5645	22669.8633	20423.9629	19251.3164	18746.6445	18631.1641	18750.1777	19049.1777	19532.9004	20214.5781	21071.6562	22026.5566	22960.3145	23747.9277	24293.4258	24547.1133	24501.5918	24174.5488	23590.1621	22766.6699	21713.4219	20436.7852	18951.7246	17293.7695	15524.9092	13729.4668	12000.2861	10420.3604	9046.6025	7900.856	6969.9282	6213.1714	5574.2715	4993.7979	4420.0459	3817.3503	3171.9998	2495.4792	1823.0881	1205.4128
23	B11	naglu	SYBR	13572.3145	11834.9658	10052.3389	8617.6396	7791.3955	7636.9277	8061.2676	8921.2656	10114.1602	11611.6123	13433.8145	15599.3877	18079.6445	20775.0508	23523.752	26130.2676	28413.1777	30247.9023	31587.6621	32456.4551	32917.9375	33043.7656	32898.1875	32542.209	32044.0703	31481.6309	30930.2949	30447.2539	30061.4258	29777.6035	29586.0684	29475.3496	29439.0156	29479.4238	29608.0918	29846.2832	30224.3418	30779.6738	31551.0273	32576.4375	33899.8477	35591.0156	37770.1953	40620.2773	44376.7852	49288.6172	55558.4141	63266.6992	72299.7656	82305.4297	92702.6641	102761.4844	111728.4062	118954.9375	123980.8203	126550.1484	126573.0938	124070.5391	119136.7969	111938.6094	102745.2891	91965.7031	80161.4844	68014.6328	56247.8086	45516.7695	36308.2812	28878.3691	23246.7266	19242.3398	16578.0566	14927.7686	13987.21	13509.9395	13319.7402	13306.583	13412.4512	13612.9609	13897.8389	14254.708	14659.9336	15080.1016	15483.2295	15855.3213	16212.8984	16602.6309	17083.0254	17694.2285	18431.0273	19234.834	20009.9199	20653.9102	21086.1621	21261.8516	21170.375	20824.2793	20246.3887	19460.043	18485.1055	17339.6152	16046.5508	14641.8799	13179.1553	11726.4316	10355.0186	9124.0674	8067.2969	7187.0156	6457.145	5833.2583	5265.4717	4709.8169	4135.4976	3528.0156	2889.9519	2240.8293	1615.0396	1055.2782
24	B12	naglu	SYBR	13479.5908	12538.3447	11532.2021	10678.5254	10137.9395	9965.0361	10116.3867	10502.793	11050.6875	11745.7666	12638.4482	13821.2109	15382.6924	17358.2051	19700.8164	22283.5781	24936.2988	27499.6934	29868.4766	32004.582	33926.5039	35685.3008	37347.0742	38977.3047	40620.4492	42266.8984	43819.6445	45079.5117	45764.8594	45570.8945	44254.3281	41719.9922	38082.7656	33683.5586	29045.6133	24773.8359	21422.0918	19368.0488	18740.0293	19424.0859	21147.7461	23605.0859	26570.6934	29959.1367	33814.0273	38240.1914	43306.4219	48949.2266	54910.1758	60732.5547	65828.8438	69610.8594	71652.6875	71836.7969	70433.0391	68078.2266	65656.4219	64120.3867	64310.8945	66816.6484	71886.0391	79374.6484	88726.9062	99004.4219	108986.6562	117343.6328	122850.5547	124593.4844	122118.8906	115504.9062	105346.0469	92656.2656	78701.1016	64784.5781	52033.9258	41234.8789	32759.293	26595.707	22456.1465	19911.0449	18506.8848	17843.4336	17612.7012	17612.7812	17745.5312	17996.8633	18396.9492	18969.6035	19691.8457	20483.7441	21231.0566	21823.3438	22184.1074	22279.7188	22109.2988	21686.9805	21027.7227	20141.9336	19039.1895	17737.3906	16272.2256	14701.3535	13100.0391	11548.6846	10116.6338	8848.4072	7757.5259	6829.5161	6031.9346	5326.6797	4679.8887	4066.9636	3473.1167	2891.845	2323.9272	1777.9946	1271.2678	827.4636
25	C1	naglu	SYBR	12940.5029	10852.3242	8902.6084	7568.9873	7073.1411	7326.0854	8053.7222	9005.3457	10106.9209	11470.0908	13270.3096	15584.499	18294.6406	21106.1895	23659.9941	25664.7676	26989.0625	27684.0469	27947.8848	28039.8965	28175.2266	28441.2773	28779.7539	29048.4258	29119.3809	28951.3164	28599.0547	28172.9004	27786.3965	27524.1816	27437.1641	27552.7988	27883.6211	28431.0977	29184.332	30120.2227	31210.0039	32431.375	33784.9336	35313.5859	37121.5039	39383.3789	42335.3281	46241.1719	51340.918	57789.7539	65600.1562	74598.9141	84411.875	94492.5234	104192.3438	112859.8828	119936.1406	125019.6016	127884.0391	128448.4688	126720.3438	122745.8984	116596.1016	108403.8281	98429.1719	87109.5078	75055.5781	62981.8398	51594.5508	41476.8789	33006.5938	26326.4746	21368.2676	17913.793	15668.2998	14324.5635	13606.2207	13291.0293	13219.8066	13294.0527	13464.3311	13711.0342	14024.1719	14389.3223	14783.4316	15178.2588	15548.4814	15881.8086	16188.6855	16505.0234	16880.3652	17351.2402	17913.7949	18513.334	19060.1602	19461.1914	19648.2773	19589.0449	19281.2578	18740.1543	17988.0762	17049.4004	15949.9766	14719.0107	13392.0908	12013.8301	10637.7939	9321.6201	8117.478	7060.876	6162.8701	5409.5566	4769.646	4206.5337	3689.3083	3198.1692	2723.6797	2262.9905	1817.1826	1391.6553	997.8519	652.7629
26	C2	naglu	SYBR	-3560.2466	-4658.2856	-5665.9546	-6323.4604	-6491.4922	-6184.2954	-5526.7896	-4677.2637	-3764.6028	-2865.8762	-2014.4382	-1219.1598	-476.4226	228.6482	924.7545	1651.6698	2448.3201	3335.9058	4304.5938	5311.4204	6292.7046	7185.5513	7950.5122	8585.375	9125.0029	9627.8584	10154.8652	10747.1953	11409.6836	12101.9365	12741.0059	13215.9287	13414.1855	13253.7422	12711.6133	11837.2344	10745.3057	9588.79	8521.8955	7665.6416	7086.9053	6796.1826	6762.1167	6935.0713	7270.2646	7741.1265	8340.1152	9067.4707	9914.249	10846.7207	11799.5596	12683.0938	13406.2354	13909.3984	14195.5732	14347.6641	14522.1055	14919.7549	15740.127	17129.4277	19133.1328	21661.582	24477.4121	27214.2109	29431.873	30704.7715	30724.9199	29388.8496	26836.6914	23423.5859	19629.1914	15936.0615	12720.3184	10190.4209	8385.8242	7222.2515	6555.0874	6234.4619	6137.0684	6174.3682	6285.7256	6427.8877	6569.1401	6690.3071	6788.6948	6878.0674	6980.2954	7111.0645	7267.5654	7426.1924	7551.2334	7608.5161	7575.4849	7443.5864	7214.666	6896.1519	6498.4619	6035.0957	5523.8535	4987.0063	4449.3652	3934.5178	3460.7803	3038.5928	2670.1831	2351.1165	2072.738	1824.7035	1597.1696	1382.5164	1176.5015	978.6536	791.6608	619.8447	467.3074	336.6592	228.8237	143.5941
27	C3	naglu	SYBR	11220.9902	8189.3511	5246.521	3138.2185	2361.2302	3021.8682	4881.9482	7521.5562	10508.3721	13493.8105	16238.001	18599.6406	20527.6387	22056.7461	23285.457	24331.9043	25282.877	26164.7344	26947.1152	27570.1777	27981.4766	28167.5098	28168.5996	28067.8496	27955.0098	27887.7422	27875.4121	27893.7812	27917.1016	27936.4883	27956.707	27977.0273	27981.8984	27952.4023	27888.4414	27823.4121	27818.3867	27940.4766	28240.5957	28742.3672	29444.7031	30335.8105	31415.3848	32726.1582	34385.2383	36601.6797	39659.1406	43855.7383	49409.3477	56359.2383	64497.9766	73356.5391	82248.0938	90355.2578	96843.5625	100979.0156	102233.9297	100365.4062	95453.9922	87896.6328	78354.2188	67659.3828	56698.5195	46287.6836	37066.7305	29432.6328	23523.752	19252.5996	16373.2393	14564.0127	13503.7295	12926.873	12648.6377	12561.9004	12614.8721	12783.8623	13051.7949	13398.2471	13798.8223	14228.2402	14662.3438	15079.0322	15461.6094	15806.9355	16134.8535	16489.543	16924.6992	17475.1094	18129.3652	18822.6953	19456.252	19931.2812	20177.6582	20163.6484	19888.084	19366.1875	18618.3047	17665.5742	16531.043	15244.1846	13846.4131	12394.4561	10958.3506	9611.9268	8417.9482	7413.1064	6599.4585	5946.3887	5402.626	4913.1689	4434.083	3939.7251	3421.7014	2883.4233	2335.553	1795.0195	1285.7317	836.6508
28	C4	naglu	SYBR	20062.0996	17410.4082	14769.6357	12796.1777	11946.0723	12342.7656	13803.625	15972.2061	18468.9219	20999.5215	23399.2109	25621.8965	27694.1016	29657.8633	31527.6582	33275.4883	34843.082	36168.5195	37210.4414	37961.9062	38450.8203	38735.5859	38901.1406	39056.6133	39331.0508	39859.0078	40750.0078	42034.2227	43594.8828	45121.832	46132.082	46086.5586	44572.625	41478.8242	37077.1953	31969.8516	26925.2168	22675.6172	19750.7246	18401.4375	18617.7305	20215.8223	22947	26588.959	30990.7188	36068.9062	41765.6445	47985.3047	54529.2383	61045.1406	67021.1406	71851.3828	74982.3047	76103.1484	75310.1484	73162.4219	70595.1953	68718.8359	68580.2344	70959.3438	76235.4375	84313.6641	94599.1016	106023.2031	117147.9141	126361.9609	132149.625	133377.2812	129527.9531	120823.0781	108191.5	93087.1328	77192.9062	62088.25	48969.6719	38499.6602	30809.4375	25625.7695	22453.9434	20745.8008	20009.7695	19859.1426	20019.6934	20323.959	20701.9648	21162.7305	21755.502	22515.457	23417.3398	24363.9688	25216.4688	25844.7656	26165.7168	26150.4062	25805.9004	25151.4082	24204.5859	22982.2871	21509.5508	19829.3809	18007.3555	16128.7998	14288.2227	12573.6621	11050.3037	9748.7998	8662.2275	7752.5098	6964.1455	6240.4731	5537.2896	4829.8838	4112.6841	3394.1729	2691.2957	2026.2032	1424.7234	913.5059
