"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.913,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,16.7,0.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,36.2,0.0,0.0,0.0,39.0,0.0,35.6,0.0,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0
31.914,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
31.914,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.980,0.000,0.000,0.979,0.000,0.000,0.000,0.000,0.000,0.978,0.000,0.000,0.000,0.978,0.000,0.977,0.000,0.000,0.000,0.966,0.000,0.010,0.000,0.000,0.976,0.000,0.000,0.000,0.975,0.000,0.000
32.914,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,34.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,37.3,44.5,6.1,0.0,41.8,6.7,8.4,45.1,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0
32.914,2.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
32.915,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.313,0.653,0.033,0.000,0.912,0.020,0.066,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
33.915,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,17.3,0.0,0.0,22.3,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,13.9,0.0,0.0,12.8,0.0,0.0,0.0,0.0,47.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.0,4.5
33.915,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
33.916,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.812,0.187,0.000,0.000,1.000,0.000,0.000,0.000,0.888,0.000,0.111
34.916,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,21.7,0.0,0.0,45.7,0.0,0.0,0.0,0.0,56.2,0.0,23.9,0.0,56.2,0.0,0.0,23.9,0.0,0.0,0.0,0.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,8.4
34.916,4.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
34.917,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.666,0.000,0.333,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.545,0.454
35.917,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,55.7,70.7,0.0,9.5,0.0,0.0,0.0,0.0,36.7,0.0,0.0,0.0,39.0,0.0,0.0,62.9,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0
35.917,5.000,"TOTAL_ENTRIES_IN_ZONE",0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35.917,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.182,0.817,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
36.918,6.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,20.6,0.0,0.0,31.2,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0
36.918,6.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
36.918,6.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.985,0.014
37.919,7.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,12.8,0.0,27.3,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,85.2,0.0,7.8,3.9,0.0,0.0,0.0,49.6,49.6,0.0,11.7,0.0,0.0,0.0,0.0,8.4,16.7,0.0,30.1
37.919,7.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,2
37.919,7.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.933,0.000,0.066,1.000,0.000,0.000,0.000,0.516,0.417,0.000,0.066,0.000,1.000,0.000,0.000,0.233,0.181,0.000,0.585
38.920,8.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,21.2,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,31.2,0.0,0.0
38.920,8.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
38.920,8.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
39.921,9.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,37.9,0.0,31.7,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,0.0,0.0
39.921,9.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
39.921,9.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.916,0.000,0.084
40.922,10.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,12.8,0.0,16.1,0.0,0.0,0.0,0.0,70.2,20.0,4.5,0.0,69.6,0.0,0.0,3.9,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,13.4
40.922,10.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40.922,10.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.745,0.154,0.100,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.751,0.248
41.923,11.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,24.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,64.6,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,39.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0.0
41.923,11.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
41.923,11.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.179,0.000,0.787,0.033,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
