"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.971,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,13.9,13.3,12.2,36.7,0.0,0.0,5.0,0.0,0.0,19.5,0.0,28.9,0.0,32.8,11.1,0.0,25.0,0.0,0.0,27.8,0.0,0.0,0.0
31.971,1.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
31.972,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.980,0.000,0.000,0.000,0.000,0.979,0.000,0.000,0.000,0.299,0.345,0.333,0.899,0.000,0.011,0.066,0.000,0.000,0.977,0.000,0.443,0.000,0.333,0.200,0.000,0.976,0.000,0.000,0.975,0.000,0.000,0.000
32.972,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,4.4,0.0,0.0,34.5,3.9,0.0,5.0
32.972,2.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1
32.972,2.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.590,0.243,0.000,0.166
33.973,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,22.2,0.0,16.1,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,27.2,0.0,0.0
33.973,3.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
33.973,3.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.919,0.080,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
34.974,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,48.9,0.0,0.0,0.0,41.7,0.0,16.7,0.0,0.0,31.1,0.0,0.0,0.0,12.2,0.0,23.9,0.0,0.0,0.0,0.0,43.4,0.0,0.0,0.0,17.2,0.0,0.0
