"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.907,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,33.4,0.0,0.0,0.0,22.2,0.0,0.0,53.9,50.0,0.0,0.0,0.0,3.9,0.0,0.0,29.5,0.0,0.0,0.0,9.5,30.6,0.0,17.8
31.907,1.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
31.907,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,0.979,0.000,0.000,0.000,0.979,0.000,0.000,0.978,0.000,0.000,0.000,0.978,0.000,0.000,0.533,0.444,0.000,0.000,0.000,0.977,0.000,0.000,0.976,0.000,0.000,0.000,0.233,0.375,0.000,0.366
32.908,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,35.0,0.0,0.0,0.0,53.4,0.0,0.0,7.8,0.0,0.0,35.6,33.4,0.0,20.0,0.0,12.8,0.0,0.0,0.0,33.4,0.0,0.0,35.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0
32.908,2.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32.908,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.210,0.587,0.000,0.202,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
33.909,3.000,"TOTAL_DISTANCE_IN_ZONE",3.9,0.0,17.8,13.3,0.0,0.0,48.9,0.0,0.0,4.4,0.0,0.0,32.8,0.0,0.0,0.0,0.0,50.0,0.0,8.9,0.0,51.7,0.0,0.0,46.7,0.0,0.0,0.0,0.0,44.5,0.0,0.0
33.909,3.000,"TOTAL_ENTRIES_IN_ZONE",1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
33.909,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.115,0.000,0.618,0.266,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.790,0.146,0.064,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
34.910,4.000,"TOTAL_DISTANCE_IN_ZONE",35.6,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0.0,0.0,36.7,0.0,0.0,16.1,40.0,9.5,0.0,15.0,4.4,21.7,0.0,18.9,0.0,18.9,0.0,0.0
34.910,4.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0
34.910,4.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.513,0.000,0.319,0.166,0.813,0.053,0.000,0.133,0.121,0.412,0.000,0.466,0.000,1.000,0.000,0.000
35.911,5.000,"TOTAL_DISTANCE_IN_ZONE",16.7,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,8.9,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,0.0,30.0,13.3,16.1
35.911,5.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
35.911,5.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.489,0.146,0.364
36.912,6.000,"TOTAL_DISTANCE_IN_ZONE",34.5,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,12.8,0.0,0.0,56.7,0.0,0.0,0.0,58.4,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,9.5,12.8,4.4,10.6,0.0,30.6,15.0
36.912,6.000,"TOTAL_ENTRIES_IN_ZONE",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
36.912,6.000,"TOTAL_TIME_SPENT_IN_ZONE",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.252,0.448,0.299,0.211,0.000,0.486,0.302
