"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.884,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,34.5,0.0,0.0,0.0,111.2,31.1,11.7,27.8,8.9,0.0,7.8,16.1,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,3.9,0.0,3.9,0.0,23.4,0.0,0.0,41.7,0.0,0.0,0.0
31.884,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
31.884,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.990,0.000,0.000,0.000,0.766,0.189,0.033,0.355,0.200,0.000,0.433,0.988,0.000,0.000,0.000,0.987,0.000,0.000,0.000,0.000,0.899,0.000,0.087,0.000,0.986,0.000,0.000,0.985,0.000,0.000,0.000
32.885,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,37.2,0.0,0.0,0.0,0.0,77.3,0.0,29.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.4,0.0,12.8,3.9,37.8,0.0,8.3
32.885,2.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
32.885,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.787,0.112,0.000,0.099,0.013,0.720,0.000,0.266
33.886,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,8.3,0.0,0.0,0.0,0.0,11.7,0.0,34.5,16.1,0.0,14.5,12.8,0.0,0.0,0.0,63.9,0.0,0.0,0.0,0.0,0.0,0.0,3.9,36.7,0.0,0.0,0.0,0.0,19.5,0.0,0.0
33.886,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
33.886,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.509,0.224,0.000,0.266,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
34.887,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,12.2,6.7,13.9,0.0,0.0,45.0,0.0,0.0,27.8,0.0,0.0,17.2,0.0,0.0,0.0,18.9,0.0,0.0,10.0,0.0,0.0,0.0,3.9,26.7,0.0,0.0,0.0,0.0,7.8,0.0,0.0
34.887,4.000,"TOTAL_ENTRIES_IN_ZONE",0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
34.887,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.606,0.126,0.266,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.842,0.000,0.000,0.157,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
35.888,5.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,31.1,0.0,0.0,0.0,31.1,0.0,0.0,22.2,0.0,0.0,24.5,0.0,0.0,0.0,0.0,56.2,0.0,5.6,0.0,0.0,0.0,0.0,56.7,4.4,0.0,15.0,0.0,20.6,0.0,0.0
35.888,5.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,1,0,0
35.888,5.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.925,0.000,0.074,0.000,0.000,0.033,0.967,0.809,0.090,0.000,0.100,0.000,1.000,0.000,0.000
36.898,6.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,24.5,0.0,0.0,0.0,33.4,0.0,0.0,22.8,0.0,0.0,5.6,27.8,0.0,8.3,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,0.0,11.1,33.4,18.3,0.0,9.5
36.898,6.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1
