"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.947,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,42.3,13.4,8.4,25.6,0.0,17.3,0.0,0.0,36.2,6.1,7.8,0.0,0.0,0.0,0.0,37.9,0.0,0.0,44.5,34.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0
31.947,1.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0
31.947,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,0.746,0.233,0.179,0.533,0.000,0.266,0.000,0.000,0.778,0.200,0.977,0.000,0.000,0.000,0.000,0.976,0.000,0.000,0.609,0.266,0.000,0.099,0.975,0.000,0.000,0.000,0.000,0.975,0.000,0.000
32.948,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,30.1,0.0,29.5,0.0,0.0,0.0,0.0,0.0,13.4,0.0,8.4,15.0,0.0,8.9,0.0,59.6,0.0,0.0,41.2,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,18.4,0.0,0.0
32.948,2.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
32.948,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.554,0.312,0.000,0.133,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
33.949,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,40.6,0.0,0.0,4.5,0.0,0.0,3.9,0.0,0.0,37.9,0.0,0.0,0.0,40.6,0.0,0.0,13.4,0.0,44.0,10.6,28.4,0.0,0.0,0.0,0.0,38.4,0.0,0.0
33.949,3.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
33.949,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.000,1.000,0.000,0.819,0.000,0.000,0.181,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.088,0.000,0.778,0.133,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
34.949,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,3.9,0.0,0.0,34.0,0.0,4.5,0.0,0.0,13.4,0.0,0.0,32.3,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,40.6,0.0,36.2,16.1,0.0,12.8,0.0,32.3,0.0,0.0
34.950,4.000,"TOTAL_ENTRIES_IN_ZONE",0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
