"TIME","BIN_NUM","ENDPOINT","A1_Z1","A1_Z2","A1_Z3","A1_Z4","A2_Z1","A2_Z2","A2_Z3","A2_Z4","A3_Z1","A3_Z2","A3_Z3","A3_Z4","A4_Z1","A4_Z2","A4_Z3","A4_Z4","A5_Z1","A5_Z2","A5_Z3","A5_Z4","A6_Z1","A6_Z2","A6_Z3","A6_Z4","A7_Z1","A7_Z2","A7_Z3","A7_Z4","A8_Z1","A8_Z2","A8_Z3","A8_Z4"
31.962,1.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,52.9,0.0,0.0,0.0,0.0,35.6,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0
31.962,1.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
31.963,1.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,0.979,0.000,0.000,0.000,0.979,0.000,0.000,0.000,0.000,0.978,0.000,0.000,0.977,0.000,0.000,0.000,0.977,0.000,0.000,0.976,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.975,0.000,0.000
32.963,2.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,59.0,6.7,0.0,5.6,15.6,0.0,15.6,20.6,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,6.1,15.0,0.0,16.7,0.0,0.0,0.0,46.8,0.0,4.5
32.963,2.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1
32.964,2.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.880,0.020,0.000,0.099,0.312,0.000,0.287,0.399,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.389,0.000,0.044,0.566,0.000,1.000,0.000,0.000,0.000,0.857,0.000,0.142
33.964,3.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,33.4,0.0,22.8,10.0,36.2,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,9.5,29.5,7.8,0.0,49.0,0.0,18.4
33.964,3.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1
33.964,3.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.452,0.000,0.414,0.133,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.122,0.611,0.266,0.000,0.743,0.000,0.256
34.965,4.000,"TOTAL_DISTANCE_IN_ZONE",0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,10.6,0.0,0.0,15.6,0.0,0.0,34.5,0.0,0.0
34.965,4.000,"TOTAL_ENTRIES_IN_ZONE",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
34.965,4.000,"TOTAL_TIME_SPENT_IN_ZONE",0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.013,0.000,0.887,0.099,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000
